V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.2882014862	0.001155412328	0.000332991550103402	0.2815354972	0.0009680670062	0.000272545225913433	0.288364006	0.001324877716	0.00038204704564589	0.2824544496	0.001255107574	0.000354510719002961	0.286832882	0.001335262176	0.000382997098167671	0.2838334728	0.001240039512	0.000351964721100177	0.2874605718	0.00135641597	0.000389916110334852	0.2846116424	0.001278070074	0.000363753622863429	0.2878817866	0.001167925258	0.000336224409888306	0.2838933484	0.001022473098	0.000290273311440141	0.287884967	0.00132073737	0.000380220434178117	0.283587719	0.001221815798	0.000346491955192985	0.2842969718	1.12068495E-06	3.18607337626835E-07	0.2810532134	3.532443304E-07	9.92804541742513E-08	0.2878683664	0.001342912338	0.000386581980958465	0.2836035768	0.001265071832	0.000358778896464129	0.2815389834	-0.0004179014326	-0.000117655544495608	0.2773328862	-0.0003885853858	-0.000107767506579054	
0.2926700198	0.00115327901	0.000337530190691624	0.286015129	0.0009615146704	0.000275007742489849	0.2925105052	0.001326096754	0.00038789723145662	0.2875336342	0.001250445672	0.000359545188439821	0.2911102756	0.00133436452	0.000388447223168062	0.288424404	0.001237572804	0.000356946198400309	0.2922744168	0.001354632664	0.00039592447184883	0.2882301908	0.001280812912	0.000369168950004864	0.2922258322	0.00116799914	0.000341319520695384	0.288205622	0.001020035018	0.000293979826824471	0.2918258024	0.00132271831	0.000386003332164922	0.287534264	0.001221572912	0.000351244068174257	0.2886218038	9.84928306E-07	2.84271784291398E-07	0.2842511134	8.556362658E-07	2.43215561219068E-07	0.2921410682	0.001341586172	0.000391932417370429	0.2877072058	0.001264157554	0.000363707237552303	0.286195488	-0.0004506631126	-0.000128977749434156	0.2824895018	-0.0004231756246	-0.000119542671367158	
0.2968906538	0.001151862338	0.000341977162616417	0.290365262	0.000956271878	0.000277668134398702	0.2969736502	0.001326142006	0.00039382923220537	0.2921754254	0.001247900466	0.000364605849510408	0.2954292728	0.001334043138	0.00039411539414317	0.292753926	0.001235637116	0.000361737616820317	0.2962281904	0.001354480284	0.000401235243461798	0.2926283946	0.00127942487	0.000374396045719414	0.2965500928	0.001168106268	0.000346402022175662	0.2917006982	0.001023461256	0.000298544362955849	0.2961250734	0.001323068322	0.000391793703965465	0.29234798	0.00121843481	0.000356206955465184	0.2920663332	6.062873262E-07	1.77076116228866E-07	0.2879736642	1.1770193416E-06	3.38950572634824E-07	0.2961010564	0.001341417168	0.000397195040517896	0.292017577	0.00126287664	0.000368782176462701	0.2907192584	-0.0004813986016	-0.000139951844451949	0.2873265572	-0.0004549325206	-0.000130714194902316	
0.3007612866	0.001152348106	0.000346581698971633	0.2952085966	0.0009470672082	0.000279582381418602	0.3007839748	0.00132696578	0.000399130041731982	0.2962927538	0.00124730757	0.000369568194750886	0.2996145844	0.00133424077	0.000399757993793086	0.297369336	0.001233153786	0.000366702122528706	0.301185549	0.001351799322	0.000407142420934398	0.2971560346	0.001276377272	0.000379283208801086	0.3016251552	0.00116277297	0.000350721577538615	0.2955720924	0.001023247002	0.000302443257423167	0.3005011454	0.001322825436	0.000397510558682254	0.2958568792	0.001219608598	0.000360829593649767	0.2957100592	4.086552046E-07	1.20843454744654E-07	0.292600871	1.1317671256E-06	3.31156046719726E-07	0.3002968322	0.00134222432	0.000403065711397799	0.296272457	0.001261624356	0.000373784547763163	0.2950713586	-0.0005108531758	-0.000150738140628431	0.2920933454	-0.0004853013742	-0.000141753301917295	
0.3047948384	0.001151236194	0.000350890849710461	0.2996303298	0.0009407125044	0.000281865997940356	0.3054424468	0.001324803832	0.000404651323976096	0.3013380096	0.00124195765	0.000374249046258493	0.3039562204	0.001333845506	0.000405430638601286	0.300954717	0.001234372826	0.00037149032452132	0.3048639006	0.00135286598	0.000412439999651842	0.3020011426	0.001269948686	0.000383525954215369	0.3050006858	0.001167327744	0.000356035762473367	0.3000171006	0.00101891849	0.00030569297111753	0.304837391	0.001323084944	0.000403325762400341	0.3009098706	0.001214777694	0.000365538598709307	0.3000331768	9.562993536E-07	2.86921533032395E-07	0.2972700576	5.841229764E-07	1.73642270839911E-07	0.3045137884	0.001343883876	0.000409231170250436	0.2995294598	0.001263452916	0.000378441369412215	0.299951157	-0.0005448006486	-0.00016341358488192	0.296084851	-0.0005094845272	-0.000150850650322817	
0.308714239	0.001150152912	0.000355068580961714	0.304108251	0.0009343291716	0.000284137210233555	0.31015888	0.001322139492	0.000410073304042489	0.3061748108	0.00123795052	0.000379029266240762	0.3084299568	0.00133310023	0.00041116804634897	0.3045814454	0.001235744246	0.000376384768591413	0.3100110684	0.001350077888	0.000418539088482096	0.3051784946	0.001272217762	0.000388253501410541	0.309471631	0.00116604683	0.00036085841430248	0.3042831414	0.001015916144	0.000309126155695295	0.308772329	0.001324930126	0.000409101760767284	0.3056161588	0.00121060156	0.000369979398604488	0.3049491236	1.2444359046E-06	3.79489638484143E-07	0.301395249	6.912506684E-07	2.08339667323834E-07	0.3087065204	0.001345086292	0.000415236908841058	0.3037157226	0.001262081498	0.00038331399414516	0.3053244076	-0.000581981346	-0.000177693109701701	0.3006667138	-0.0005377366854	-0.000161679522088922	
0.3122093134	0.00115243861	0.00035980206716375	0.3087901232	0.0009230244296	0.000285020827332794	0.3142619396	0.001320722822	0.000415052915715706	0.3096058326	0.00123856004	0.000383465412409289	0.3133935928	0.00133050977	0.000416973237075802	0.3090432576	0.001232680024	0.000380951450195406	0.3145355376	0.001348661216	0.00042420188061483	0.3104375294	0.001264598766	0.000392578916599329	0.3143435648	0.00115960162	0.000364513306978655	0.3089370468	0.001009561441	0.000311890930145692	0.3128549676	0.001325415894	0.000414662946573895	0.3100767672	0.001208208734	0.000374637458341525	0.3096584536	8.944238762E-07	2.7696591436701E-07	0.305762186	9.83543034000001E-08	3.00730268100913E-08	0.3124222246	0.00134798151	0.000421139382073867	0.3082410784	0.001259886302	0.000388348712389868	0.3093431852	-0.0006079598114	-0.000188068224532067	0.3049517178	-0.000563884154	-0.0001719574414025	
0.3166026984	0.00114949814	0.000363934212929781	0.3132178186	0.0009188196678	0.000287790692035093	0.3187507046	0.00132006805	0.000420772621057448	0.3132397288	0.001238012396	0.000387794667174078	0.317467288	0.001329883626	0.000422194548101826	0.31334697	0.001229237162	0.000385177740124099	0.3185708668	0.001348723092	0.000429663884491616	0.3151445146	0.001261155904	0.000397446365201004	0.3180321888	0.001162587342	0.000369740197047434	0.3139051848	0.0010010447898	0.000314233149735246	0.3171281784	0.001326042038	0.000420525295992764	0.3138747252	0.001208863506	0.000379431700750059	0.3142252234	1.227812642E-06	3.85809701725794E-07	0.3108793572	5.388707616E-07	1.67523795980082E-07	0.3174766118	0.00134702198	0.000427647974230527	0.3127930074	0.001257752984	0.000393416338431684	0.3129857682	-0.0006303430346	-0.0001972883989138	0.308853236	-0.0005876840486	-0.000181508120155691	
0.320781224	0.001148019594	0.000368263130539303	0.3169551476	0.0009162910848	0.000290423176027348	0.3231927926	0.001320113302	0.000426651104621787	0.317799648	0.001234310026	0.000392263291785671	0.3226327828	0.001327202664	0.000428199088825893	0.3178419496	0.001226556198	0.000389851013266284	0.323163828	0.001348051696	0.000435641546421252	0.3184917634	0.001263532106	0.000402424568552456	0.3223844772	0.001161932572	0.000374589024765871	0.3178059416	0.0010025233358	0.000318607872709892	0.3214687362	0.001326149166	0.000426315496406704	0.3183835296	0.001206577806	0.000384154500611304	0.3195685402	1.5612014086E-06	4.98910855104486E-07	0.3157304902	1.722354714E-07	5.43799898149501E-08	0.3219868746	0.001346214828	0.000433463505007897	0.3175162916	0.001253960108	0.000398152763306496	0.317540044	-0.0006609261436	-0.000209870516719494	0.3127244406	-0.0006120482106	-0.000191402434280116	
0.324919289	0.001145429136	0.000372172020469004	0.321096002	0.0009117363108	0.000292754884276109	0.327371381	0.001321422846	0.00043259602197997	0.321688418	0.00123432665	0.00039706858733374	0.3277552804	0.001324459826	0.000434098701649165	0.3221266366	0.001224377626	0.000394404646591673	0.3282291862	0.001345489868	0.000441629044413985	0.3228469074	0.00126144404	0.000407253307172162	0.326970715	0.00115963025	0.000379165131978129	0.3220131954	0.0010009542838	0.000322320487375756	0.3255201726	0.001326103914	0.000431673574970816	0.3220741834	0.001207249202	0.000388823800894452	0.3243125606	1.0135572596E-06	3.28709350175595E-07	0.3190015742	6.293751912E-07	2.00771676755226E-07	0.3269872936	0.00134362437	0.000439348096361305	0.3225911624	0.00124812442	0.000402633907467626	0.3217734892	-0.000688873542	-0.000221661243226903	0.317068678	-0.0006407695142	-0.000203167942770096	
0.3291555236	0.001141240998	0.000375645778250477	0.3263354418	0.0008974744752	0.000292877729368615	0.3320807134	0.001320949084	0.000438661714179797	0.3258732874	0.0012319957	0.000401474488821664	0.3320805552	0.001323438418	0.00043948816462245	0.3269569688	0.00122033725	0.000398997768173728	0.3315312162	0.001346708908	0.000446476042136614	0.3280358024	0.001256934518	0.000412319523176387	0.330807611	0.00116130643	0.000384169005747239	0.3267367322	0.0009962637518	0.000325515962672444	0.3298595894	0.00132525151	0.00043714691894033	0.3261801578	0.001205696774	0.000393274364002271	0.3276515632	1.1206849516E-06	3.67194176246456E-07	0.3233851938	4.603720218E-07	1.48877495489891E-07	0.3316759502	0.001341795812	0.000445041400919481	0.3268774974	0.001245702964	0.000407192267376082	0.3247789146	-0.0007076615228	-0.000229833541279167	0.3210806694	-0.0006675098792	-0.000214324518844649	
0.3339750122	0.001134536282	0.000378906768622293	0.3305426956	0.000893603102	0.000295373978131602	0.3362906938	0.001321953868	0.000444560783441314	0.3302028742	0.00122920761	0.000405887885810513	0.335829237	0.001324002686	0.000444638811825331	0.3313964594	0.001217837296	0.00040358696801967	0.3359089366	0.001345292238	0.000451895685082814	0.331521554	0.001259632106	0.000417595193249413	0.3341512446	0.001167249248	0.000390037788977614	0.3300982484	0.0010015684188	0.000330615980698638	0.3341515694	0.001324963374	0.000442738590819619	0.3306611856	0.001201125378	0.000397165541543728	0.3319890148	1.256441596E-06	4.1712480760978E-07	0.3283277766	2.461166388E-07	8.08069288014693E-08	0.3357512956	0.001342145824	0.00045062719929213	0.3319644826	0.00123965302	0.000411520773387827	0.3296466638	-0.0007404232028	-0.000244078038603131	0.3242939154	-0.0006880645434	-0.000223135144827099	
0.3388343272	0.001128045822	0.000382220647148141	0.334426265	0.0008861364866	0.000296347315493861	0.3400417206	0.001323765804	0.000450135601663602	0.3349966138	0.001225731502	0.000410615902597988	0.3409411454	0.001321293094	0.00045048318087747	0.3348184754	0.00121957535	0.000408336359322421	0.3404991068	0.001343266046	0.000457380888857768	0.3351519604	0.00126190118	0.000422928654308073	0.3392446344	0.001160939798	0.00039384259733292	0.3337902978	0.0010034874822	0.00033495438552211	0.3388564604	0.001323332446	0.000448419748584034	0.3355787182	0.001193794518	0.000400612034144627	0.3363932436	6.182930168E-07	2.07989593416581E-07	0.3314907324	-3.18150774E-07	-1.05464033086887E-07	0.3401802576	0.001341474428	0.000456343116480853	0.3365375924	0.001235448258	0.000415774782282094	0.3341737972	-0.0007706396766	-0.000257527587002402	0.328661109	-0.0007190429166	-0.000236321442388351	
0.3430552806	0.00112399344	0.000385591884951759	0.3385175278	0.0008805889346	0.000298094789148828	0.344993879	0.001321389602	0.000455871324464246	0.3397999932	0.001222057762	0.000415255219217607	0.3447744262	0.001322664512	0.000456020898179903	0.3385493374	0.001218751576	0.000412607538510006	0.3442820974	0.001342442272	0.000462178841042581	0.3397424458	0.001259677356	0.000427965865846317	0.343432166	0.001161532694	0.000398907688980235	0.3377972786	0.0010013994162	0.000338269997583989	0.3431889012	0.001321334884	0.00045346746695719	0.3396718856	0.001192073088	0.000404913713573975	0.3403902674	2.849042502E-07	9.69786339089745E-08	0.3353555306	4.84845162000001E-08	1.62595506561353E-08	0.344921806	0.001339736374	0.000462104289683971	0.3398670196	0.001236729174	0.00042032345841975	0.3382213014	-0.000796618142	-0.00026943322470609	0.3333022664	-0.0007516974688	-0.000250542469998183	
0.348228513	0.001117700612	0.00038921522209595	0.3427364516	0.0008731841946	0.000299272052450408	0.3489788552	0.001322744398	0.000461609825736253	0.3439891748	0.001219710188	0.000419567101065273	0.3487549004	0.00132357879	0.000461604589078002	0.3433555082	0.0012140278	0.000416843132237928	0.3486635584	0.00134056846	0.000467407369542408	0.3435460454	0.001261184532	0.00043327495848825	0.3480135222	0.001159827886	0.00040363578775264	0.341857529	0.0009994637302	0.000341674201131295	0.3475078342	0.001319749208	0.000458623188959245	0.3437089276	0.001189725514	0.000408919280555299	0.3442489784	5.277885872E-07	1.81690681954779E-07	0.3396095224	3.366210664E-07	1.14319719589883E-07	0.3488208502	0.001340543526	0.000467609532469426	0.3441099778	0.001235403006	0.000425114500968713	0.3425489232	-0.0008253394458	-0.000282719138433275	0.3379193876	-0.0007822187026	-0.000264326864951859	
0.3526419396	0.001116419696	0.000393696407005082	0.3462071102	0.0008731675712	0.000302296821545505	0.3524852178	0.001324391948	0.000466828584243346	0.3482071454	0.00121899354	0.000424462260824441	0.3529738222	0.00132479783	0.000467618953697366	0.3479978068	0.001208818254	0.000420666101211805	0.3532165016	0.001338999408	0.000472956686538231	0.3479256056	0.00125804643	0.000437706566030668	0.3522079026	0.00116004214	0.000408576009057016	0.3463326612	0.0009940685586	0.000344278409315186	0.3526078184	0.001316227846	0.000464112229295391	0.3471868166	0.001189951776	0.000413135569016956	0.3486362116	3.301564656E-07	1.1510449940203E-07	0.3442092054	3.5324432898E-07	1.21589949790262E-07	0.3536576518	0.001339279234	0.000473646349000943	0.3485050758	0.00123258167	0.000429560968333041	0.347042445	-0.0008544107616	-0.000296516799739976	0.342881057	-0.0008152398902	-0.00027953031526034	
0.356630402	0.001116114938	0.000398040519017145	0.3505659324	0.0008653223148	0.000303352524114388	0.3567126386	0.001325306226	0.000472753480829468	0.3524648798	0.001217819752	0.000429238692506746	0.3577794862	0.001323866928	0.000473652429297012	0.3520480376	0.001207294456	0.00042502564404016	0.3574580016	0.001339744684	0.000478902457396863	0.3521879692	0.001257301152	0.0004428063393957	0.3576169206	0.001153185044	0.000412398484317256	0.351174409	0.0009852305248	0.0003459877472754	0.357605194	0.001311504068	0.000469000666668929	0.351606266	0.00118519937	0.000416723524951252	0.3531892822	2.68280988E-07	9.47539695796268E-08	0.3485676478	4.6037201998E-07	1.60470792117363E-07	0.3587957496	0.001336384016	0.000479488904774178	0.3527655386	0.001231379254	0.000434388165758176	0.3505262942	-0.0008770987446	-0.00030744617259211	0.3470185528	-0.0008406254592	-0.000291712630298419	
0.361027972	0.001114072124	0.000402211199589452	0.3552920706	0.0008566819122	0.000304372290431105	0.3610953054	0.001325153846	0.000478506832723355	0.3560297774	0.001219360174	0.000434128531319645	0.3615715452	0.001325633612	0.000479311393459897	0.3563307596	0.00120413973	0.000429072024655439	0.3622863688	0.001337825622	0.000484675986681982	0.3570499464	0.001252532124	0.000447216527738478	0.3618084474	0.001150746964	0.000416349972395104	0.3554314466	0.0009843781208	0.000349878939477334	0.3618388314	0.001307451686	0.0004730867901742	0.3559670534	0.001182016016	0.000420758758287127	0.3575174736	5.111653242E-07	1.82750535299909E-07	0.3530580612	6.7462740398E-07	2.38182643281568E-07	0.3624950924	0.001336948284	0.000484637191742601	0.3566531676	0.00123227691	0.00043949546331184	0.3549384504	-0.000907253343	-0.00032201909568464	0.351091297	-0.0008652491288	-0.000303781438858512	
0.365609074	0.001111329286	0.000406312071163541	0.3597906014	0.0008491414156	0.000305513100592371	0.3645893664	0.001327744304	0.000484081454536569	0.360292965	0.00121805063	0.000438855073002818	0.366346007	0.001322693142	0.000484563351057984	0.361491878	0.001196627862	0.000432571253101505	0.3665938866	0.00133778037	0.000490422105255486	0.361304827	0.001250839322	0.000451934284840007	0.3657300698	0.001152332638	0.000421442696128558	0.3607629062	0.0009725091114	0.000350845213334644	0.3662969662	0.001303049292	0.000477303002468658	0.3602135622	0.00117794701	0.000424312488554939	0.3613299538	6.921741832E-07	2.50103265637209E-07	0.357836835	5.2224749778E-07	1.86879391692265E-07	0.3665751946	0.001338274452	0.000490578217670108	0.3612985746	0.00123014359	0.000444449125620327	0.3590171568	-0.0009349864862	-0.000335676189921946	0.3553913318	-0.0008937894238	-0.000317645013673037	
0.3690815708	0.001112988842	0.000410783670088233	0.3640882268	0.000843836748	0.000307231025287998	0.3687834926	0.001326541888	0.000489206750536838	0.3644673042	0.001219179164	0.00044435094323989	0.3701059126	0.001323759802	0.000489931329582405	0.3655733756	0.001194889808	0.000436819900580596	0.3708991868	0.001336820838	0.000495825761711495	0.3658290442	0.0012478536	0.000456501089789529	0.370594204	0.001145780302	0.00042461953897857	0.3656589414	0.000962818673	0.000352063256729333	0.3714400124	0.001297670744	0.000482006837242477	0.3649110352	0.001172370828	0.000427811052483761	0.3655437396	5.397942752E-07	1.9731841797128E-07	0.3630859798	2.1748768498E-07	7.8966729195397E-08	0.3704500148	0.001338945846	0.000496012508467098	0.3656246738	0.001228134022	0.000449036101176432	0.362884809	-0.0009603268038	-0.000348488008774543	0.3596862306	-0.0009238082654	-0.00033228111277885	
