V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.5593104934	0.0009696039654	0.000542309672290471	0.553732371	0.0004827841038	0.000267333186478284	0.5602770912	0.001300880192	0.000728853369973458	0.555190314	0.00110617515	0.000614137728867497	0.5602800396	0.001294976622	0.000725549553055234	0.555136094	0.00102576935	0.000569441590303919	0.5599546282	0.00132038043	0.000739353132763206	0.554639185	0.00109173069	0.000605516620141088	0.5597010124	0.00106999023	0.000598874614989109	0.5552365612	0.000787919787	0.000437481873035316	0.5604123754	0.001256771056	0.000704310052826927	0.5552299444	0.0009885480196	0.000548871461959238	0.5567154906	5.111653242E-07	2.84573654239711E-07	0.5527270174	1.0080161702E-06	5.57157771245617E-07	0.5610974922	0.001318836316	0.000739995749529887	0.5560436552	0.001126348864	0.000626299139368928	0.5502293636	-0.002258669188	-0.00124278610989617	0.5459348618	-0.002192374688	-0.0011968937723071	
0.5643300674	0.0009596992716	0.000541587154625759	0.5587386898	0.0004675008608	0.000261210818443764	0.5650220026	0.001299830156	0.00073443263778299	0.5606304092	0.001097032356	0.00061502969864992	0.5639109546	0.001297369448	0.000731600843890555	0.5599533004	0.0010170218194	0.000569484724351843	0.5642691884	0.001320899444	0.000745342857223891	0.5594640662	0.00108084984	0.000604696646438019	0.563762852	0.001068878318	0.000602593888996643	0.5595637404	0.0007848555656	0.000439176715960894	0.5640891434	0.0012558734	0.000708424550424846	0.558831497	0.0009851337862	0.000550523788487424	0.5609243944	2.9690994E-07	1.6654402828584E-07	0.5578398144	1.0080161702E-06	5.62311553296567E-07	0.5654479446	0.001317967288	0.000745241894049636	0.560185085	0.001122906002	0.00062903519417738	0.553606039	-0.00228437614	-0.00126464442645151	0.5495664128	-0.002217884008	-0.00121887455828305	
0.5689526456	0.0009550373698	0.000543371038194576	0.5634145396	0.0004555533526	0.000256665382418365	0.5695472356	0.001299480144	0.00074011532373229	0.5651944526	0.00109243233	0.000617436692756893	0.5686121718	0.001297171816	0.00073758768349351	0.564413592	0.0010094480762	0.000569746214625532	0.5693004948	0.001317897098	0.000750279469986884	0.5637559856	0.001076978468	0.000607153057697318	0.5686463308	0.001060892688	0.000603272734403749	0.5640863112	0.0007776032056	0.000438635323824199	0.5685139852	0.001253999588	0.000712916303213038	0.5632417526	0.000978124311	0.000550920451188307	0.565834826	-1.6022978E-07	-9.06635896863182E-08	0.5616300368	6.2937519052E-07	3.53476011412755E-07	0.5698680302	0.001317753032	0.000750945324635917	0.5642100792	0.00112151796	0.000632771737035823	0.55771766	-0.002312809306	-0.00128989459416854	0.553286875	-0.002244612368	-0.00124191456267707	
0.573208859	0.0009512444954	0.000545261771838265	0.5668959162	0.0004526581344	0.000256610047826071	0.5747370864	0.001297696836	0.000745834498553139	0.5688366558	0.00109410851	0.000622369025910721	0.573100115	0.00129680518	0.000743199197790596	0.5682948182	0.001005226692	0.000571265120179927	0.5732286488	0.001319832786	0.000756565964560719	0.5691954486	0.001062869012	0.000604980204088379	0.5722463	0.001062173602	0.000607824913702173	0.5679015822	0.0007771294426	0.000441333040026744	0.5726787508	0.001254378228	0.000718355756641758	0.567503611	0.0009721814946	0.000551716508732877	0.5702156566	-4.19737379E-07	-2.39340825166048E-07	0.565434274	8.7225952672E-07	4.93205432230507E-07	0.5742048476	0.001315862598	0.00075557468254713	0.5688847232	0.00111601566	0.000634884259825965	0.5621159932	-0.002343894806	-0.00131754075683101	0.5575096056	-0.002277386054	-0.00126966460076448	
0.576923234	0.000950453967	0.000548338976409769	0.5711967768	0.0004418225378	0.000252367609508956	0.578835517	0.00129854924	0.000751646420685357	0.5737456918	0.001086291882	0.000623255287334814	0.5776046744	0.00129497662	0.000747984548950713	0.5732670808	0.000993312431	0.000569433317641721	0.5774139608	0.001320092294	0.000762239720100098	0.5740371358	0.001053923848	0.000604991427057235	0.577186601	0.0010520879	0.000607251038954228	0.5727372448	0.0007659604572	0.000438694081882476	0.5776840538	0.001252594922	0.000723604112310255	0.5713829346	0.0009692696532	0.00055382413886414	0.5745465138	-5.554940232E-07	-3.19157154466296E-07	0.5698899384	1.23889481752E-06	7.06033691240552E-07	0.5778977856	0.001317172142	0.000761190864115809	0.5731477874	0.001112115658	0.000637406628715595	0.565984473	-0.002378361294	-0.00134611556358819	0.5614963588	-0.002305333452	-0.00129443633911783	
0.5809195648	0.000948077764	0.000550756922059437	0.5754667542	0.000430089285	0.000247502084855149	0.5828903808	0.001297239696	0.000756148540390316	0.5783755634	0.001083396664	0.00062661015592668	0.5810930918	0.00129604328	0.000753121796681813	0.5771710106	0.0009911172376	0.000572044137648672	0.5823553404	0.0013171352	0.000767040717748822	0.5777019796	0.001052659556	0.000608123509346057	0.581913313	0.001043480744	0.000607215336792745	0.5768089124	0.0007611009234	0.00043900979585299	0.5823311756	0.001252154406	0.0007291685472787	0.5750570388	0.0009674863466	0.000556359833555226	0.5789341932	-6.459984522E-07	-3.73990592732856E-07	0.5732714328	1.30077029552E-06	7.4569445105643E-07	0.5816389236	0.00131582935	0.000765337566775288	0.5767750892	0.001112070406	0.00064141450761733	0.5701922376	-0.002413453924	-0.00137613269327006	0.5658205572	-0.002335657054	-0.00132156277572239	
0.584283175	0.0009514134986	0.000555894899699866	0.579367006	0.0004247726116	0.000246099236213493	0.5864205896	0.001299356392	0.000761969341497169	0.5822213398	0.001084508576	0.00063142403614331	0.5861878796	0.001292143278	0.000757438728270213	0.581234246	0.000985129169	0.000572590809756321	0.5873900058	0.001312897192	0.000771182689223684	0.581930289	0.001047388136	0.000609506880677651	0.5867635598	0.001035845126	0.00060779617353324	0.5803710204	0.0007607056592	0.000441491519653959	0.586713719	0.00125346395	0.00073542449573693	0.579435777	0.0009615435304	0.000557152722656647	0.5826616944	-5.31020876E-08	-3.09405523371933E-08	0.5769570778	1.30077029552E-06	7.50488628592262E-07	0.5860697904	0.0013134984	0.000769801731978735	0.5813207434	0.00110818241	0.000644209422404004	0.5745215094	-0.002449872722	-0.00140750457408133	0.5699309746	-0.002363921218	-0.00134727192365236	
0.5886994556	0.0009453016792	0.000556498583922806	0.582937613	0.000421482129	0.000245697786201418	0.5912371622	0.001295958782	0.000766218992597848	0.5860629296	0.001083013406	0.000634714009516434	0.5897998338	0.001292707546	0.000762438695782806	0.586130853	0.0009745697034	0.000571225371561799	0.5913769492	0.001313292458	0.000776650887219409	0.5860814842	0.001041219058	0.000610239210889966	0.5900801776	0.001040157016	0.000613776036733166	0.584446873	0.0007572295502	0.000442560442757587	0.590251411	0.001256161536	0.000741451119067927	0.5836895182	0.0009568650056	0.000558512074101104	0.5871172944	1.159010812E-07	6.80475292121787E-08	0.5812009248	1.7246634912E-06	1.00237601605424E-06	0.5897788374	0.001313848412	0.000774879988949196	0.5854355376	0.00110559195	0.000647252817614482	0.5792716216	-0.002494520036	-0.00144500466636741	0.5738461924	-0.002388787772	-0.00137079676741388	
0.5927753748	0.0009416898136	0.000558210532202082	0.5880875748	0.0004037441844	0.0002374369382434	0.5948836776	0.001297239698	0.000771706722274953	0.5908285814	0.001075913426	0.000635680403192794	0.5947265626	0.001290302714	0.000767377297810671	0.59036836	0.0009682149996	0.000571603501441253	0.5954527412	0.001312378178	0.000781459183581161	0.5894322836	0.00104156907	0.000613934435457228	0.5944149046	0.001038740346	0.000617442743671761	0.5887872432	0.0007502985732	0.000441766228491321	0.5947539388	0.001255004372	0.00074641879345822	0.5882685924	0.0009506340526	0.00055922815601051	0.5912284752	3.754086802E-07	2.2195230157149E-07	0.585331192	1.6794112772E-06	9.83011804741718E-07	0.5939079636	0.001313300768	0.000779979784717196	0.5894545072	0.001103565758	0.000650501810044684	0.5842286034	-0.002538953094	-0.00148332902020573	0.578140269	-0.002420392288	-0.00139932624846985	
0.597847013	0.0009330041588	0.000557793749455158	0.5929143588	0.0003888894522	0.000230578140195246	0.5992108552	0.0012957159	0.000776407032535238	0.5946761334	0.001073961116	0.000638659043884829	0.5995910788	0.00128886942	0.000772794605970131	0.5938381962	0.0009683673794	0.000575053537841817	0.6001011314	0.001310532996	0.000786452333636632	0.5930475986	0.001039345248	0.000616381203442721	0.5987402462	0.001038480838	0.000621780272618102	0.592600739	0.0007484866376	0.000443553734573385	0.5989547278	0.001254090092	0.000751143189690537	0.5931859376	0.0009421007778	0.000558840933192982	0.5953718704	3.301564656E-07	1.96565872448925E-07	0.5903299634	1.4365269412E-06	8.4802489662171E-07	0.5983468224	0.001312584122	0.000785380538531394	0.5934893942	0.001101539566	0.000653752049712671	0.588487988	-0.002568041034	-0.0015112613012001	0.5830289486	-0.002457601616	-0.00143285288625414	
0.6022947484	0.0009280827496	0.000558979366164712	0.5973652652	0.0003773085794	0.000225391039595516	0.603789358	0.001294389732	0.000781538745286072	0.598512777	0.00107019687	0.000640526500600408	0.6042128334	0.001288548038	0.000778557261011991	0.5987952406	0.000955872227	0.000572371740149323	0.6037175896	0.001310837756	0.000791375810408993	0.597361018	0.001033340556	0.000617277366472846	0.602348458	0.001043187992	0.000628362678385316	0.5962062888	0.000749079534	0.000446605928982173	0.602540616	0.00125392109	0.000755538385983991	0.5981907984	0.0009308865402	0.000556847762702052	0.599922154	5.277885866E-07	3.16632065729688E-07	0.5952172476	7.365028832E-07	4.38379218987768E-07	0.6033729912	0.001310117416	0.000790489464115135	0.5977941854	0.001098887232	0.000656908397699901	0.5921554962	-0.002595102782	-0.00153670437556521	0.5871948552	-0.00248720857	-0.00146047607611335	
0.6075781398	0.0009171898952	0.000557264530368973	0.600853111	0.0003722634192	0.000223675633537817	0.6082552324	0.001293689708	0.000786893533993028	0.602272747	0.001069632602	0.000644210565487298	0.6080958978	0.001289140936	0.000783921314867652	0.6028735046	0.0009538007838	0.000575021221219733	0.6072999918	0.001312209176	0.000796904621824685	0.600939932	0.001032883416	0.000620700889774968	0.6068284744	0.001040461776	0.000631381832201595	0.6004888212	0.0007435772342	0.000446509816835914	0.6066309924	0.00125204728	0.000759530683998121	0.6025791124	0.0009287079692	0.000559620023759343	0.6045953402	-1.7223547E-07	-1.04132762579157E-07	0.5993967268	1.086514912E-06	6.5125348187219E-07	0.6069567262	0.001312295986	0.000796506875467961	0.6028491448	0.00109128486	0.000657880144584188	0.5971186282	-0.002632447864	-0.0015718836573597	0.591494892	-0.00252091316	-0.00149110725731558	
0.6118031532	0.0009137184038	0.000559015800581711	0.6053369322	0.0003599206468	0.000217873260169352	0.6118257748	0.001295975406	0.000792911156897694	0.6076408646	0.001060596934	0.000644462037967869	0.612663367	0.001288226656	0.000789249280524111	0.6064037764	0.0009556007136	0.000579479881457575	0.6117606654	0.001309573464	0.000801145533726823	0.6056554794	0.001023069226	0.000619627482532417	0.6119394342	0.001031290352	0.000631087234498799	0.6046703948	0.0007408510192	0.000447970678267646	0.611665343	0.00124819253	0.000763476111992488	0.6075087598	0.000919458047	0.0005585788178211	0.6082554926	-1.269832554E-07	-7.72382625652786E-08	0.6043631568	7.531261458E-07	4.55161694944305E-07	0.6119513776	0.00130868412	0.000800851050077244	0.6073289066	0.001086820592	0.000660057561809725	0.6008076986	-0.002652393008	-0.00159357813891921	0.5961038374	-0.002556751066	-0.00152408912171914	
0.6161472016	0.0009094683898	0.000560366403318928	0.6096174974	0.000349637312	0.000213145023139103	0.617214251	0.001292454044	0.000797721054719381	0.6120921508	0.001057244576	0.000647131106445474	0.6161561612	0.001289124314	0.000794301888623823	0.6108173932	0.0009519435958	0.000581463705659991	0.61668879	0.001306052102	0.000805427690459337	0.6098557596	0.001017493046	0.000620523994456048	0.616127982	0.001030009436	0.000634617635243638	0.6093353366	0.0007327130086	0.00044646792772648	0.6164329602	0.00124525206	0.000767614413540948	0.6123225432	0.0009099652406	0.000557192230347792	0.6127401362	2.682809866E-07	1.64386528269154E-07	0.6095200302	4.936185464E-07	3.00870391309008E-07	0.6171557504	0.001305422266	0.000805648858162098	0.611886039	0.001082525326	0.000662382133843324	0.6047104226	-0.002681480948	-0.00162151947725893	0.6001002916	-0.002586646158	-0.00155224711368182	
0.6199163692	0.0009094970188	0.00056381208969272	0.6141758984	0.000339032594	0.000208225648006832	0.6215051572	0.001291708766	0.000802803659669448	0.6168245062	0.001053649334	0.000649916730152509	0.6198354664	0.001289017186	0.000798978568681926	0.6151446356	0.0009488793744	0.000583698056993644	0.6207037004	0.001306113978	0.000810709779288764	0.6146096128	0.0010065383158	0.000618628124542202	0.620114037	0.00102822613	0.000637617456423187	0.6142155802	0.0007227464392	0.000443922123490712	0.620112835	0.001247080618	0.000773330697501532	0.6162412492	0.0009071605268	0.000559029736260162	0.617575672	3.135332012E-07	1.93630477425401E-07	0.6133637146	4.31743069E-07	2.64815532554644E-07	0.6212784702	0.001304569862	0.000810501168132385	0.6156689042	0.001083011096	0.000666776254710761	0.6091381832	-0.00271814263	-0.00165572446331667	0.6045502468	-0.002625745918	-0.00158739534276099	
0.6248575594	0.0009016637682	0.000563411421596859	0.6189646942	0.0003261421774	0.000201870493100113	0.6259389406	0.00129172539	0.000808541222162722	0.6214359866	0.001051104128	0.000653193930803013	0.624139244	0.00128690049	0.00080320509893183	0.6194633166	0.000945436512	0.000585663237358256	0.6255051782	0.001303997282	0.000815657052249726	0.6194278984	0.0009946979352	0.000616143651543755	0.6244930928	0.001023959492	0.000639455630060997	0.6183748302	0.0007197773398	0.000445092190280633	0.624743024	0.001246561602	0.000778780664835764	0.6196562286	0.000908029554	0.00056266616888898	0.6214478928	2.396520342E-07	1.48931251658824E-07	0.6175072998	8.55636265E-07	5.28361639611107E-07	0.6251844926	0.001306184164	0.000816606083812495	0.6197438724	0.001080527766	0.000669650461936561	0.6137225836	-0.002751559082	-0.00168869394873308	0.6092891966	-0.002667769528	-0.00162544315242908	
0.628511877	0.0009030804394	0.000567596782049279	0.6236531636	0.0003130375054	0.000195226830568162	0.6303598506	0.001289942082	0.000813127698092173	0.625932619	0.001045618452	0.000654486696135086	0.6282422434	0.001284964802	0.000807269169898517	0.624166754	0.0009350746784	0.000583642526764522	0.629841172	0.00130410441	0.000821378650004769	0.6241681184	0.0009848098644	0.000614686920044307	0.6283463526	0.001022785706	0.000642663667856516	0.6235908728	0.000706339279	0.000440466727484533	0.6292543054	0.00124590683	0.000783992236904766	0.6240138492	0.000898977264	0.000560974262851925	0.6255685848	6.801684928E-07	4.25492041466445E-07	0.6220305032	6.58004143E-07	4.09298648177975E-07	0.6303064862	0.00130383659	0.00082181665962189	0.623386395	0.00108031351	0.000673452744468696	0.6172171512	-0.002768778012	-0.00170893727687184	0.6133773534	-0.002702816906	-0.00165784668052706	
0.6334737408	0.0008965114802	0.000567916481032439	0.6285885816	0.0002967042264	0.000186504888827501	0.635076923	0.001287899268	0.000817915104255392	0.6297168154	0.00104435416	0.000657647375784942	0.6326546566	0.001280772046	0.000810286398945009	0.628291251	0.000930136646	0.000584396716916284	0.633933453	0.001305690084	0.00082772062349798	0.6284174228	0.000977952769	0.000614562558715104	0.6317915184	0.001025054782	0.000647620917162961	0.6290354706	0.0006880989424	0.000432838642051946	0.6333378976	0.00124529731	0.000788693980202335	0.627740781	0.000897227204	0.000563226105773406	0.630165162	7.2542070762E-07	4.57134857735512E-07	0.6261067396	5.5087645098E-07	3.44907458645507E-07	0.6341287964	0.001305924656	0.000828124430298364	0.6277415418	0.001076977774	0.000676063688335092	0.6220341058	-0.00280233022	-0.00174314497255402	0.6181401478	-0.00274639756	-0.00169765859365596	
0.6377993352	0.0008928377392	0.000569451316503231	0.632919821	0.0002864328972	0.000181289058024335	0.6381736082	0.001290399222	0.000823498727522213	0.6336026066	0.001042158966	0.000660314637349161	0.6371891484	0.001278091082	0.000814385768117215	0.6331335104	0.0009190747884	0.000581897047099829	0.6377796096	0.001307292382	0.000833764425025014	0.6329716388	0.0009686409706	0.000613122262569505	0.6364965394	0.001015821484	0.000646566859214172	0.6328328596	0.0006854013564	0.000433744500344331	0.6369679264	0.00124560207	0.000793408567647448	0.6320560388	0.0008924868038	0.000564101673891101	0.6341984012	2.8490425062E-07	1.80685820238288E-07	0.6295384624	6.4138088038E-07	4.03773933247184E-07	0.6379511084	0.001307024562	0.000833817768033925	0.6318885506	0.00107508734	0.00067933538104101	0.6259819218	-0.002832332438	-0.00177298890271572	0.6226448974	-0.002783335372	-0.00173302956712873	
0.6419397498	0.0008887234818	0.000570506929548077	0.63637228	0.0002824543964	0.000179746148233092	0.6425613508	0.001287899268	0.000827554293340411	0.6371789194	0.001039478002	0.000662333470054431	0.6413258224	0.00127621727	0.000818471090243833	0.63785071	0.000908758207	0.000579652067553277	0.6420472408	0.001305859088	0.000838423224324005	0.6372360344	0.0009625910266	0.000613397688539609	0.6403061032	0.001013095268	0.00064869108322344	0.637011705	0.0006810442146	0.000433833136322732	0.6420388056	0.001240087766	0.000796184468121812	0.6362606314	0.0008878867776	0.000564927401727487	0.6381612458	2.2302877342E-07	1.42328319894953E-07	0.6341914176	8.8426521578E-07	5.60793410729888E-07	0.6430667602	0.001305043622	0.000839230173919213	0.6366796954	0.001068687384	0.000680411558122943	0.6307513124	-0.00286559651	-0.00180747875949136	0.6262472764	-0.002809420966	-0.00175939222821856	
0.6461021064	0.0008853092484	0.000572000170206641	0.6399543026	0.0002775782394	0.000177637388612163	0.6468357038	0.001286054086	0.000831865699842676	0.640912573	0.001036368528	0.000664221619856703	0.646371017	0.001271233986	0.000821688804375784	0.6421443408	0.000901505847	0.000578896877849161	0.6457891406	0.001306620988	0.000843801644930443	0.6409654384	0.0009608862186	0.000615894856357467	0.6447044998	0.001006892945	0.000649148412458374	0.6416646602	0.000671032393	0.000430577772437538	0.646764058	0.001235990132	0.000799393993420276	0.6410113784	0.000880922554	0.000564681380603189	0.6429778188	2.9690994042E-07	1.9090650587129E-07	0.638421123	1.00801617038E-06	6.43538815496159E-07	0.6474090334	0.001303915088	0.000844166406757756	0.6411939578	0.001064573126	0.000682597856027458	0.6346801028	-0.00289346541	-0.00183642492386704	0.6304796476	-0.002843570688	-0.00179281344529593	
0.6500175792	0.000881697383	0.000573118798484635	0.6446470216	0.0002630735194	0.00016958956074304	0.6509583614	0.001283858892	0.00083573868060514	0.6447322212	0.001032270894	0.00066553830636873	0.650918825	0.001268429272	0.000825644491325845	0.6457158348	0.0008991915196	0.000580622202723595	0.6499282888	0.001306728114	0.000849279567058871	0.64507909	0.000956602958	0.000617084565637948	0.6490531148	0.000999685837	0.000648849206326295	0.6459485884	0.0006649371968	0.000429515243647613	0.651272613	0.001232333014	0.000802584742113945	0.6453352602	0.0008760916492	0.000565372832395529	0.6477360488	-2.3411094758E-07	-1.51642100166293E-07	0.6427390428	1.00801617038E-06	6.47891348476963E-07	0.6519394658	0.001302650796	0.000849249464068185	0.6460189026	0.001058342172	0.000683709048530741	0.6394962332	-0.002937165198	-0.00187830608040713	0.634981418	-0.002883003838	-0.00183065386515268	
0.6535623104	0.000878971168	0.000574462427333067	0.6489346924	0.0002525426826	0.000163883708050902	0.6555971122	0.001280506534	0.000839496385843631	0.6490007392	0.001027456614	0.000666820101981929	0.6551296968	0.001267791124	0.000830567614671851	0.6503046122	0.0008884344218	0.00057775300213378	0.6541847574	0.001306406732	0.000854631371039147	0.6491990208	0.0009515291688	0.000617731804647598	0.6541397214	0.0009886073556	0.000646687340166175	0.6493021166	0.00066880857	0.000434258820101219	0.6551856764	0.001231525862	0.000806878104898563	0.6498346822	0.0008672536146	0.000563571477030392	0.6513549168	1.159010802E-07	7.54927384507011E-08	0.6467719632	1.6627880126E-06	1.07544466729473E-06	0.656660089	0.001299693704	0.00085345698334138	0.6501153684	0.001056542242	0.000686874348887992	0.6427089742	-0.002969379236	-0.00190844668278034	0.6386841236	-0.002909089432	-0.00185798923435094	
0.6577336102	0.0008733497346	0.00057443147390567	0.6526269986	0.0002475593978	0.000161563946761437	0.6608699148	0.001275477998	0.000842925035867534	0.6531739434	0.00102305422	0.000668232359189411	0.659269033	0.00126620545	0.00083477004260083	0.6540917898	0.0008829939974	0.000577559124142023	0.6588887648	0.001304685302	0.000859642487087495	0.6535122488	0.0009447339484	0.000617395207136587	0.658009026	0.000987021681	0.000649469174955693	0.6538692046	0.0006613419546	0.000432431137822911	0.6598094592	0.001228675896	0.000810691978471836	0.6533756726	0.0008637488766	0.000564352503206019	0.65694728	-8.17310414E-08	-5.36929853392974E-08	0.651147402	1.8317911826E-06	1.1927660695565E-06	0.6608573886	0.001299919966	0.000859061714119761	0.6552244886	0.001047399448	0.000686281767675723	0.6475822422	-0.003004669498	-0.00194577061058479	0.642829737	-0.002941970246	-0.00189118595949801	
0.6627864152	0.0008627616398	0.000571826694415116	0.6569404164	0.0002380665914	0.000156395565685245	0.6652633028	0.001272949416	0.000846846532785491	0.6577133192	0.00101763042	0.00066930908125709	0.6643812596	0.001262441206	0.000838742278613223	0.6582814166	0.0008762606526	0.000576826103704369	0.6641207878	0.001300006776	0.000863361524222458	0.6575033168	0.000941472095	0.000619021025137145	0.663367884	0.0009743575258	0.000646357490149421	0.6577008398	0.0006592991404	0.000433621598320498	0.663259826	0.001229878312	0.000815728875218294	0.6580617348	0.0008519251194	0.000560619321992061	0.6610729832	7.06488654E-08	4.67040562096733E-08	0.655072323	1.5889068472E-06	1.04084889942591E-06	0.6642950092	0.001302250918	0.000865078785553518	0.6593088406	0.001045023244	0.000688993063401691	0.6517274132	-0.003040219268	-0.00198139423909444	0.6476414912	-0.002980217602	-0.00193011257185977	
0.6671694018	0.0008557687872	0.000570942749835335	0.6619783808	0.0002222809566	0.000147145187732743	0.6695208518	0.0012724304	0.000851918685264215	0.6624311514	0.0010099661724	0.000669033054457983	0.6683848198	0.001261572178	0.000843215692857224	0.662133978	0.0008706678484	0.000576498765977793	0.6683636214	0.001301361572	0.000869782733012717	0.6622838686	0.0009307602494	0.000616427498711733	0.667621626	0.0009696051196	0.000647329346525277	0.6618831108	0.0006553372628	0.000433756666125221	0.6669971576	0.001229787808	0.000820264972387135	0.6618809386	0.000847110838	0.000560686516553673	0.6648251554	3.920319404E-07	2.60632695698194E-07	0.6592178132	1.8317911826E-06	1.20754937763261E-06	0.6692044886	0.001301139006	0.000870728063107742	0.6641622592	0.001037161364	0.000688843434669193	0.6557968012	-0.003080690448	-0.00202030694128579	0.6514353276	-0.003011269856	-0.00196164756513536	
0.6715490276	0.0008502831106	0.000571006796108133	0.6658491438	0.0002164000156	0.000144089765105567	0.674155545	0.001270358958	0.000856419535676122	0.666841725	0.001004542371	0.00066987076751323	0.6723025768	0.00126139117	0.000848036533943767	0.666376749	0.000865075044	0.000576465895461752	0.6734761652	0.001296942556	0.000873459899099566	0.666962763	0.0009198507716	0.000613506212174018	0.6723811228	0.0009614671092	0.000646472334419166	0.6656877286	0.0006566015542	0.000437091597210628	0.670864495	0.001230397328	0.00082542988209807	0.6668970864	0.0008318442184	0.000554754485589645	0.6684411696	6.801684914E-07	4.54652621916484E-07	0.6637363254	1.5436546316E-06	1.02457965286487E-06	0.6736635148	0.001299327072	0.000875309242198313	0.667934788	0.001036201834	0.000692115252318001	0.6594331076	-0.003114885422	-0.0020540585736474	0.6557840682	-0.003046864878	-0.00199808544495054	
0.6763722618	0.0008419022158	0.000569439305915078	0.6695811492	0.0002118738706	0.0001418667497618	0.6777167024	0.001271120858	0.000861459836235619	0.6717076394	0.0009949590596	0.00066832160122356	0.6766749742	0.001258693584	0.000851726448478906	0.6712561712	0.0008546227058	0.000573670765315892	0.6782723194	0.001291518754	0.000876001420824178	0.671378093	0.0009125365362	0.000612657039466781	0.676438714	0.0009575052318	0.000647693607647064	0.6698963808	0.0006525944244	0.000437170643035819	0.6757198808	0.001226983096	0.000829096871372735	0.671062614	0.0008261895386	0.00055442491143237	0.67296133	1.325243422E-07	8.91837575842871E-08	0.66813041	1.2555180796E-06	8.38849809285561E-07	0.6775951596	0.001301081748	0.000881606694688707	0.6723323628	0.001031128046	0.000693260755516527	0.6640625356	-0.003149154278	-0.00209123537484427	0.6596677046	-0.003078436148	-0.00203074490750883	
0.6802593218	0.0008401641614	0.00057152950263463	0.673716933	0.0002022619308	0.000136267287681234	0.6814247344	0.001270968478	0.000866069357551922	0.6764842592	0.0009870805558	0.000667744458561087	0.6820796836	0.001251926992	0.00085391396659366	0.6757626966	0.0008477489866	0.000572877141224733	0.6821160668	0.001290937862	0.000880569456910641	0.6754610516	0.0009076603792	0.000613089234230087	0.6809972426	0.000948621945	0.000646008928814849	0.6744187588	0.0006452349366	0.000435158545076169	0.6797829916	0.001226175944	0.000833533551440274	0.6754452836	0.0008199585858	0.000553837159525936	0.6764104284	3.301564638E-07	2.23321275117987E-07	0.6728214186	1.0578859574E-06	7.11768330574887E-07	0.6817676634	0.001300776988	0.00088682768771325	0.6764116434	0.001030259018	0.00069687919549305	0.6677669542	-0.003176932674	-0.00212145065541544	0.6640695286	-0.003121497788	-0.0020728915646031	
0.6840650828	0.0008382450982	0.000573414202506877	0.678160864	0.0001893096388	0.000128382388212136	0.6851051166	0.001273192302	0.000872270560515932	0.6805674074	0.0009827972948	0.000668859806921769	0.6865041468	0.00124772223	0.000856566484949543	0.680408866	0.0008386514444	0.000570625878253466	0.6862706236	0.001290192586	0.000885421270558317	0.680067332	0.0008986247124	0.000611125310631135	0.6851564932	0.0009437005358	0.000646582549739689	0.679304838	0.0006275754906	0.000426315066974804	0.6848567876	0.001222654582	0.000837343289372941	0.6793260016	0.0008166514802	0.000554772584744988	0.6802788444	2.396520342E-07	1.63030208883685E-07	0.6775840882	8.150016212E-07	5.52232130382324E-07	0.6866812024	0.001296312718	0.000890153575882652	0.6807149792	0.001027470928	0.000699414851382125	0.671238629	-0.003207544414	-0.00215302771490997	0.6676644248	-0.003160992814	-0.00211048244895624	
0.687708557	0.0008371165634	0.000575692223856613	0.6816097102	0.000186476296	0.000127104054075729	0.690237383	0.001267435112	0.000874831094829192	0.6847498682	0.0009773448648	0.000669236767357747	0.690600296	0.001245786544	0.000860340556039217	0.6845685608	0.0008348419466	0.000571506549879433	0.6905380008	0.001286094952	0.000888097436993052	0.6838780392	0.000896186634	0.000612882358017168	0.6895360564	0.0009361101696	0.000645481714701919	0.6834165872	0.0006204755106	0.00042404325589543	0.6890089348	0.00122019988	0.000840728619561888	0.6838870024	0.0008069157894	0.000551839220401996	0.6845428608	-1.722354704E-07	-1.1790256163885E-07	0.6817543096	6.626217152E-07	4.51745209972144E-07	0.6901041114	0.001296176962	0.000894497050578162	0.6845584096	0.001027775688	0.000703572490402826	0.6756145768	-0.003234758542	-0.00218545002340352	0.6714188794	-0.00319262596	-0.00214358934440655	
