V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.351493827	0.00102552419	0.000360465422224175	0.3524113246	0.001332745888	0.000469674743745283	0.3516664712	0.001070762982	0.000376551439371529	0.3441396174	0.0007739613256	0.000266350754474381	0.3547083548	0.001319565198	0.000468060800433916	0.3443210066	0.001184057216	0.000407695772485114	0.3548136428	0.00134898237	0.000478637348772677	0.345748263	0.001227517808	0.000424412149917568	0.3535376662	0.001212519698	0.000428671384252449	0.344136897	0.0010329572974	0.000355478719060742	0.353816983	0.001288373492	0.000455848421916615	0.344587029	0.001163706876	0.000400998295027711	0.3531051506	0.001295289462	0.000457373380550103	0.3450701548	0.001062138048	0.00036651214064233	0.3542304688	0.001422048998	0.00050373308321811	0.346517928	0.001338335634	0.000463757290862246	0.3501587814	-0.000182084061	-6.37583329121233E-05	0.340841656	-9.971902708E-05	-3.3988398324656E-05	
0.3613893282	0.001007306139	0.000364029688864946	0.3601924176	0.001332165596	0.000479835946666785	0.36088518	0.00106136068	0.000383029340046722	0.3523513174	0.0007583280706	0.00026719789469731	0.363263333	0.001318131904	0.000478828988780676	0.3539776766	0.001176116836	0.000416319105017423	0.3642742892	0.001347199064	0.000490749981449505	0.3540408198	0.00122596538	0.000434041788181619	0.3620315728	0.001210979276	0.000438412731918485	0.352468137	0.0010222001994	0.000360292999923547	0.3630055036	0.001284259234	0.00046619316999112	0.3528933478	0.001159592618	0.000409212521050187	0.3618947104	0.001293020386	0.000467937238132766	0.354166276	0.00105343577	0.000373091423666093	0.3637721634	0.001421089466	0.000516952789431771	0.3548269718	0.001335242784	0.000473780153664521	0.3578023854	-0.0002199195302	-7.86877325016073E-05	0.349564501	-0.00014473297504	-5.05935101981031E-05	
0.36949493	0.0009919352046	0.000366515028988213	0.3689600354	0.001329828902	0.000490653718757863	0.3692176906	0.001053927312	0.000389128608196906	0.3609999648	0.0007407305002	0.000267403684498486	0.3725367698	0.00131514618	0.000489940309712009	0.3626783274	0.00116984063	0.000424275843012962	0.3724230136	0.001348356228	0.000502158889838089	0.3627332866	0.001222398766	0.000443404721926964	0.3715232944	0.00120488408	0.000447642502771713	0.3612923244	0.0010090050222	0.000364545769801912	0.3706678164	0.001283909222	0.000475903827774563	0.361185842	0.001155614116	0.000417391457514546	0.36984012	0.001295306086	0.00047905615828297	0.3627249966	0.001047233446	0.000379857748139756	0.3718446604	0.001421851364	0.000528707837585857	0.3635769596	0.001331585666	0.000484133867891221	0.3658573168	-0.0002589574154	-9.4741465163707E-05	0.358701907	-0.0001911756	-6.85750522918692E-05	
0.3787556834	0.0009723062104	0.000368266503194116	0.3768689148	0.001333126278	0.000502413853681223	0.3790313844	0.00104021312	0.000394273418944643	0.3697536326	0.0007210734924	0.000266619543186468	0.3813222722	0.001314779546	0.000501354723922804	0.371554706	0.001162221634	0.00043182891752771	0.380296825	0.001350337168	0.000513528937669892	0.3715309032	0.001217703618	0.000452414525025448	0.3805019648	0.001199505532	0.000456414211714469	0.3698212366	0.000997226518	0.000368795544057072	0.3794816672	0.001281668776	0.000486369803914663	0.3701498008	0.00114685458	0.000424507994333568	0.378882338	0.001295063202	0.000490676573831526	0.3712820674	0.001040573982	0.00038634645931961	0.3813208448	0.001420356194	0.000541611423812993	0.3720623694	0.00132962135	0.000494702069885827	0.3737481866	-0.0002974642796	-0.000111176735078775	0.366946076	-0.000231815783	-8.50638919267175E-05	
0.3870169132	0.000964940971	0.000373448476016631	0.3858468278	0.001326756656	0.000511924846980136	0.3880141164	0.00102959178	0.000399496144769403	0.37833271	0.0007038711864	0.000266297493441627	0.3895952952	0.001315615326	0.000512557541302614	0.3803955724	0.001156431196	0.000439901306743637	0.3901112156	0.001346939558	0.000525456228311107	0.379933552	0.001217489362	0.000462565057826874	0.3895061928	0.00119342696	0.000464847191574478	0.37945216	0.0009761075864	0.000370386132051867	0.3879707552	0.001280099726	0.000496641257427533	0.378438363	0.001141673664	0.000432053112484372	0.387516844	0.001296648878	0.000502473280978701	0.3795016308	0.001037859774	0.000393869476774719	0.3902667316	0.001419470542	0.000553972129028821	0.3799160786	0.001329864234	0.000505236804851673	0.382708405	-0.0003422141024	-0.000130968213298011	0.3768156386	-0.000283884459	-0.000106972103706701	
0.3953799276	0.0009560095268	0.000377986977491094	0.3932499512	0.00132771734	0.000522124779162394	0.3966484954	0.001020510862	0.000404784097951657	0.386927008	0.0006866236282	0.00026567322608153	0.3978793538	0.001313391504	0.00052257136289793	0.3889052086	0.001151678788	0.000447893879287335	0.3980988614	0.00134893712	0.000537010331572195	0.3892313426	0.001210863146	0.00047130588802244	0.3983588546	0.001188946068	0.000473627193829654	0.3874281984	0.0009687933508	0.000375337862522343	0.3969647756	0.001275680708	0.000506400305988469	0.387284622	0.001132576122	0.000438629315294996	0.3957736326	0.001300808388	0.00051482566103531	0.3878778358	0.00103287649	0.0004006298975899	0.399096183	0.001417201468	0.000565599696420797	0.3890297678	0.001325964232	0.000515839557286065	0.3906217886	-0.0003813757384	-0.000148973673062454	0.3851894342	-0.0003270984772	-0.00012599487736035	
0.4035773576	0.0009507907842	0.000383717632317868	0.402327367	0.001327527144	0.00053410050046655	0.4058580076	0.001008337092	0.000409241683148298	0.3961578298	0.0006635976392	0.000262889400605875	0.406804757	0.001312279592	0.000533841580539619	0.396505119	0.001149364462	0.000455728892779681	0.4061335624	0.001349044248	0.000547892146275469	0.3979513366	0.001207296532	0.000480445268581945	0.4071035172	0.001185153194	0.000482480033698214	0.3966354298	0.0009522458162	0.000377694428583739	0.4052740118	0.001273806898	0.000516240831810973	0.3966812164	0.001120447606	0.000444460519260548	0.404460459	0.001302270312	0.000526716848133593	0.3963822716	0.001029190742	0.00040795296422365	0.4076462158	0.001416163438	0.000577293666455018	0.3971364484	0.001325218956	0.000526292749538196	0.4002147884	-0.0004316112378	-0.000172737200207189	0.392692377	-0.0003622816124	-0.000142265227516749	
0.4124279898	0.0009370209888	0.000386453682811192	0.411302869	0.0013281676	0.000546279144392844	0.4148675012	0.0009987657864	0.000414355466087821	0.4042211316	0.0006479025088	0.000261895885273615	0.4147330442	0.001312720108	0.000544428406573393	0.4059147142	0.00114244549	0.000463735434562429	0.4153327378	0.001347537072	0.000559676261400756	0.4071259706	0.001200410808	0.00048871841532573	0.4158701848	0.00118016991	0.000490797478567099	0.405119889	0.0009397054116	0.000380693352040091	0.414585882	0.001268490226	0.000525898139154589	0.404879028	0.00111374289	0.000450931138745111	0.4137735332	0.001300136992	0.00053796227682386	0.4053572666	0.001021374114	0.000414021419027037	0.4167942768	0.001415142032	0.000589823099796722	0.405768608	0.001321742846	0.000536321754755378	0.4091684736	-0.0004793181542	-0.000196121877522783	0.4009473924	-0.0004035765672	-0.000161812972252583	
0.4204550826	0.00093496959	0.000393112716191938	0.4203963296	0.00133059939	0.000559379099723999	0.4232911434	0.000989453989	0.000418827110345501	0.412415201	0.0006318287374	0.000260575775732397	0.423558374	0.001309170118	0.000554509966469468	0.4139882924	0.00114168359	0.000472643639885202	0.4245400306	0.001345251372	0.000571113058633572	0.4148964104	0.001200489308	0.00049807870461278	0.4252508644	0.001172291406	0.000498517933730191	0.4143742404	0.000921465075	0.000381831390508254	0.4230372386	0.001266464036	0.000535761448575651	0.4138261836	0.001103669194	0.000456727210509908	0.4227796662	0.0012996346	0.000549459082369971	0.4149865404	0.0010080099354	0.000418310555780474	0.4246406272	0.001416101564	0.000601334256315861	0.4150347546	0.001317369082	0.000546753953665497	0.417864496	-0.0005254560194	-0.000219569414716747	0.4101543678	-0.0004529596626	-0.000185783384052604	
0.4295616692	0.0009137394574	0.000392507446534646	0.428763275	0.001333766734	0.000571870192955894	0.4319724508	0.000979977805	0.000423323414155454	0.4206145356	0.0006150835708	0.000258713090487232	0.4322935244	0.001306155768	0.000564642680364109	0.4232123284	0.001134047972	0.000479943082747418	0.432983141	0.001344613222	0.00058219485629169	0.4237308732	0.00119297744	0.000505501372359101	0.4330435656	0.001172427162	0.000507712038638769	0.4224566326	0.000910888986	0.000384811093697989	0.4313668964	0.001265075994	0.000545711905241925	0.4231003202	0.00109036689	0.000461334580294478	0.4315901572	0.001297760788	0.000560100782500916	0.4244251814	0.0009943576186	0.000422030412650777	0.4331095494	0.001416834836	0.000613644697394183	0.42440002	0.001311702396	0.000556686523096448	0.425949615	-0.0005683366488	-0.00024208277674675	0.417785289	-0.0004908856362	-0.000205084797385766	
0.4384080544	0.000898463621	0.000393893688031789	0.4377282526	0.001336328556	0.000584948763717361	0.4412587644	0.0009670707648	0.000426728450763011	0.4294551484	0.0005920289526	0.00025424988169593	0.441301433	0.001304586716	0.000575715987243564	0.4323660348	0.001125802834	0.000486758907303183	0.4415275292	0.001344003702	0.000593414633779713	0.4318041326	0.001190172726	0.000513921501594608	0.4410272152	0.001168984298	0.000515553889559467	0.4309485752	0.0008951772324	0.000385775352854259	0.4399057042	0.001265471258	0.00055668802489535	0.4323733766	0.00107773598	0.00046598434475591	0.4409717238	0.001294498934	0.000570837426383242	0.432534652	0.0009897862212	0.000428116838741137	0.4422586266	0.0014172301	0.000626782237602181	0.4327913818	0.001308564294	0.000566335348974401	0.434518104	-0.0006147626506	-0.000267125501348726	0.4266744794	-0.0005365663618	-0.000228939173084567	
0.4472305952	0.0008810412878	0.000394028619538569	0.4469410008	0.001334312092	0.000596358781778022	0.4490373864	0.0009624088632	0.000432157560579523	0.4376688778	0.0005738671148	0.00025116377614084	0.4494239672	0.00130295579	0.00058557956022801	0.4414610792	0.00111807671	0.000493587351024985	0.4510106906	0.001340346584	0.000604510638493191	0.4410623502	0.001179415628	0.000520195828748289	0.4494198474	0.001161839066	0.000522153535745079	0.4392961156	0.0008794987252	0.000386360373655512	0.449146484	0.001263337938	0.00056742379295651	0.4411496846	0.001066735998	0.000470590249069166	0.4505767096	0.001288922752	0.000580758572524737	0.4412765866	0.0009798981514	0.000432406111465442	0.4510583994	0.00141700384	0.000639151484014054	0.4420079998	0.001304281034	0.000576502651015416	0.4430170228	-0.0006635860964	-0.000293979936798602	0.4355490212	-0.0005841375218	-0.000254420525866184	
0.456091884	0.0008765930326	0.000399806967739807	0.4552773806	0.001334442124	0.00060754131477702	0.4582699846	0.000948361283	0.000434605510555646	0.4469685094	0.000548160163	0.000245010330968571	0.459029462	0.001298248638	0.000595934373843373	0.4493712282	0.00111406958	0.000500630815464858	0.4589738588	0.001339279924	0.000614694474731651	0.4496107354	0.001173670444	0.000527694831444085	0.4577427194	0.00115482959	0.000528614836970187	0.4486693752	0.0008556369554	0.000383898098177348	0.4583104004	0.001261142744	0.000577994835964195	0.4502980632	0.001054426472	0.000474806198128409	0.458724486	0.001289441768	0.000591498512252731	0.4497483	0.0009734981954	0.000437829158434218	0.4591378112	0.001417872866	0.000650999044255111	0.4509321982	0.0013001834	0.00058629455862515	0.4514005222	-0.000712714302	-0.000321719608102208	0.44512623	-0.0006383515222	-0.000284147006491647	
0.4650741106	0.0008534764672	0.00039692980890107	0.4636745776	0.001336173294	0.000619549587695851	0.4671361554	0.0009380160726	0.000438181221857771	0.455755219	0.0005263245842	0.000239875176137155	0.4677433676	0.00129631295	0.000606341784696491	0.4585597504	0.001102641088	0.000505626822094065	0.4668362544	0.001339415682	0.000625287800069501	0.4584887636	0.00116563956	0.000534432640667648	0.4659981156	0.001148841522	0.000535357984375036	0.4569234382	0.0008407656	0.000384165508672286	0.4667849034	0.001259483188	0.000587907738244504	0.4589339014	0.001043714626	0.000478996025258422	0.4665658908	0.001289532272	0.000601651773201028	0.4583557918	0.000966002951	0.000442773047486742	0.4679269304	0.001417584728	0.000663326070354959	0.4594573066	0.001297259552	0.000596035379723043	0.4605402768	-0.000766137774	-0.000352837302504896	0.4535611628	-0.000681825048	-0.000309249361597046	
0.4738340576	0.0008388760204	0.000397488028569473	0.4733775452	0.001330894386	0.000630015517365141	0.4759975072	0.0009269994672	0.000441249435562928	0.4646558882	0.0005033604706	0.000233889406551413	0.4762545262	0.001295291542	0.000616888459626077	0.4663008914	0.001098633958	0.00051229399393771	0.4758025638	0.001336610968	0.0006359629253776	0.4674748578	0.001156084878	0.00054044061394778	0.475307323	0.001133801164	0.000538903996075124	0.4661570504	0.0008187776414	0.000381678970248493	0.4763163888	0.001254804662	0.000597684025253245	0.4666976832	0.001037528924	0.000484212345083789	0.474894469	0.001289075132	0.000612174650312245	0.4660826654	0.0009635196204	0.000449079792841228	0.4765604848	0.001416670448	0.000675129155500713	0.467990092	0.001294240582	0.000605691769040314	0.4698333752	-0.0008220279534	-0.00038621616785467	0.461973453	-0.0007268510016	-0.000335785867025661	
0.4823219434	0.0008262571044	0.000398521932342265	0.4821323542	0.001332400428	0.000642393355088728	0.4842671708	0.0009197923594	0.000445425243610095	0.4731761798	0.0004829748096	0.00022853217534616	0.4851272936	0.001292441576	0.000626998683900999	0.4742183338	0.00109512922	0.000519330354004094	0.4842607702	0.001335787192	0.000646869334421215	0.4759585566	0.001150920584	0.000547790499921869	0.4843972966	0.001122067912	0.000543526663174407	0.4755106508	0.000796930057	0.000378948730046151	0.4850254756	0.00125090466	0.000606720627646756	0.4754334684	0.0010241194928	0.000486900682517953	0.4838118192	0.001284853748	0.000621627429225818	0.4749288594	0.0009505839518	0.000451459751992319	0.4846544832	0.001416472816	0.000686499900605329	0.476422551	0.00129190963	0.000615494881586066	0.4780101326	-0.0008685657006	-0.000415183205715618	0.4706682688	-0.0007750030522	-0.00036476934489369	
0.4911590694	0.0008081943158	0.000396951968042698	0.490208214	0.001330383964	0.00065216514692668	0.4930585728	0.000908347243	0.000447868395240395	0.4814428642	0.0004634701816	0.000223134411700798	0.4936283076	0.001291893932	0.000637715415251869	0.483546567	0.00108389836	0.00052411533095493	0.4933196064	0.001334049138	0.00065811259567642	0.484046276	0.001148770642	0.000556058151238229	0.4943073846	0.001107196556	0.000547295433834487	0.4847053902	0.0007767087818	0.000376474933154136	0.4935642862	0.001247399922	0.000615672052107866	0.4835715426	0.0010163314928	0.000491468987766257	0.4923969878	0.001281608518	0.000631060173802022	0.4841875868	0.0009338507912	0.000452158961022399	0.4931403394	0.001415784798	0.00069818059580308	0.4843488722	0.00129053821	0.000625070726544507	0.4860881474	-0.0009157083496	-0.000445114975215776	0.4791071324	-0.0008208980332	-0.000393298102679252	
0.4998557882	0.0007846876546	0.000392230666080892	0.4997840302	0.001326506296	0.000662966662700554	0.5019261396	0.0008965521146	0.000450002941831395	0.4904100606	0.0004387107554	0.000215148168141586	0.502418189	0.001289777236	0.000648007543124546	0.4923531268	0.001076538874	0.000530037280735651	0.5019520844	0.001333592	0.000669399284139165	0.4927320254	0.001142127802	0.00056276294514511	0.5033603214	0.001096958472	0.000552165369028373	0.4928268486	0.0007642588816	0.000376647296133489	0.5015004376	0.001244718958	0.000624227102126016	0.4926571398	0.0010015340194	0.000493412885410002	0.501863914	0.00127660861	0.0006406837936607	0.4922723896	0.0009246793678	0.000455194122000723	0.5017641288	0.00141471814	0.000709854815014656	0.4923242136	0.001288862032	0.000634537986343298	0.4948182898	-0.0009659438502	-0.000477966683998791	0.487311477	-0.000866747762	-0.000422376132086664	
0.5077661904	0.0007739901052	0.000393006007124699	0.5082781936	0.001318050342	0.000669936246905622	0.5094628232	0.0008906998028	0.000453778436158171	0.498441909	0.0004211418138	0.000209914729630195	0.510958331	0.00128860345	0.000658422668132842	0.5006033854	0.001071662716	0.000536477983636559	0.511441716	0.001330058632	0.000680247469130692	0.502075544	0.001131354082	0.00056802521617677	0.5116034788	0.00108877521	0.0005570211850672	0.5015355542	0.0007465375604	0.00037441512908633	0.5106796378	0.00123953804	0.000633006837306522	0.5013450446	0.0009908221732	0.000496743786613623	0.5106189778	0.00127534432	0.000651215013021436	0.5010256134	0.0009104175322	0.000456142502520619	0.5110721332	0.001411151528	0.0007212002216834	0.5013121484	0.001281378794	0.000642370756134341	0.5037507962	-0.0010185149172	-0.000513077700481077	0.4950391734	-0.0009102212878	-0.000450595193923595	
0.5156550952	0.0007635176858	0.000393711784958083	0.5165282628	0.00131353222	0.000678476515728427	0.5173318158	0.0008816475128	0.000456104308692378	0.507721565	0.0003930300298	0.000199549821822053	0.5196114204	0.001287824928	0.000669168540064608	0.5092938916	0.001063862712	0.00054181878072261	0.5194448994	0.001332084824	0.000691944667394947	0.5100324338	0.001129418396	0.000576040013290372	0.5201826214	0.001084096686	0.000563928255974533	0.5095732378	0.000733342384	0.000373691653030851	0.5194177062	0.001235288026	0.000641630472961246	0.5102533246	0.0009800484528	0.000500072981310286	0.5201762776	0.001270377658	0.000660820321284646	0.5099325626	0.0008960319456	0.000456915866191272	0.5197549648	0.001409475348	0.000732581809886208	0.5095819398	0.001277326412	0.000650902470784734	0.5124860732	-0.0010716788816	-0.000549220501762552	0.5037447728	-0.0009618780762	-0.00048454105295667	
0.52460834	0.0007436635622	0.000390132106884229	0.5254910206	0.00131019991	0.000688498287895928	0.5258126616	0.0008694118682	0.00045714776844487	0.5162870744	0.0003713920832	0.000191744932090649	0.5276003994	0.00128726066	0.000679159238347908	0.5190338326	0.001048946106	0.000544438517588026	0.5285646784	0.001330165762	0.000703078638210221	0.518804938	0.001121737526	0.000581962967628703	0.5287879574	0.001079006274	0.000570565523650245	0.5175703984	0.0007196115692	0.000372449646564093	0.5283079126	0.001230959514	0.000650325651336451	0.5187873792	0.0009715770536	0.000504041913328002	0.5284603384	0.001271094304	0.000671722926030152	0.5183180928	0.0008876510506	0.000460085599618908	0.5287023122	0.001407708664	0.000744258825560773	0.5187848596	0.001268702634	0.00065818371785384	0.5214578366	-0.001125328614	-0.000586811424520517	0.5115526956	-0.001004404076	-0.000513805612549427	
0.5329832144	0.0007262761632	0.000387093004004435	0.5341933222	0.001318205604	0.000704176630943418	0.5345675988	0.0008547095162	0.000456900013746544	0.5253145816	0.0003456565022	0.000181578400830513	0.5364497028	0.001284134562	0.000688873604140108	0.5273289916	0.00104160324	0.000549267586196493	0.5360340742	0.001332772844	0.000714411657552441	0.5278812774	0.001111042304	0.000586498430680959	0.5366029194	0.001079080156	0.000579037561976208	0.5257573036	0.000704785466	0.000370546106220629	0.5371463704	0.001226907132	0.000659028712771674	0.5280331692	0.0009575581028	0.000505622439714623	0.537409714	0.001269372872	0.000682173312100879	0.5264871156	0.0008805058182	0.000463574968493136	0.5374953632	0.001405987232	0.000755711617918402	0.5280901358	0.001259469336	0.000665113332684176	0.530200219	-0.001177792554	-0.000624465870067369	0.520522619	-0.0010548252024	-0.000549060376940453	
0.5418744386	0.0007086985682	0.000384025638779999	0.5426150012	0.001311801048	0.000711802927234681	0.5425018484	0.0008446238136	0.000458209980080657	0.5339438876	0.000323409036	0.000172682277966808	0.5440685118	0.00128462033	0.000698921471171125	0.535935277	0.001031958052	0.000553062724451	0.5453779714	0.001330684776	0.000725726163707743	0.53642719	0.001104292336	0.000592372434739016	0.5450309384	0.001076625456	0.000586794182589008	0.534377731	0.0006859356098	0.000366548714777025	0.5464553248	0.001221483332	0.000667486070925846	0.5360701564	0.0009518295418	0.000510247411338866	0.5456171678	0.001270563282	0.000693241139435513	0.5349123452	0.000870234489	0.000465499171384914	0.5461950658	0.001403334898	0.000766494596952546	0.5367845748	0.00125306938	0.0006726283143382	0.5385109784	-0.001226920758	-0.00066071029780985	0.5290723386	-0.0011025034902	-0.000583304099874776	
0.551375739	0.0006777063396	0.000373670833821935	0.5521935448	0.0013030598	0.000719541210048379	0.5519434728	0.0008264001002	0.000456126141226656	0.5432648288	0.0002950829968	0.000160308213738343	0.5523710914	0.001282763142	0.000708561276754233	0.5442129982	0.001022160486	0.000556273022727629	0.5534515498	0.001333168108	0.000737843955516534	0.5449243352	0.001096904218	0.000597729801771726	0.5544043234	0.0010687017	0.00059249284290493	0.5428557254	0.0006676666442	0.000362446660462575	0.555616581	0.001214930996	0.000675035806148445	0.5442016352	0.0009433415194	0.000513367997409533	0.5544405326	0.001268018076	0.000703040617403867	0.543535693	0.0008576322088	0.000466153716949229	0.554972325	0.001402527746	0.000778364084074629	0.5456322304	0.00124612178	0.000679924206171418	0.5461239528	-0.001272008588	-0.000694674358074107	0.5375949782	-0.001148991368	-0.000617691989431948	
0.5606649712	0.0006480551862	0.000363341842306834	0.5611512922	0.00130709273	0.000733476774464726	0.5609191046	0.0008118335048	0.000455372922596696	0.5508512318	0.0002814140574	0.000155017280164626	0.561914945	0.001277475096	0.00071783234830771	0.552970535	0.0010114320174	0.000559292103777807	0.5618719608	0.001333687124	0.000749361399455593	0.5534111416	0.00108893521	0.000602628877694536	0.5626822972	0.00106294451	0.000598100058682928	0.5512852674	0.0006499166938	0.000358289498329257	0.5642985246	0.001211973902	0.000683915084752305	0.5528742578	0.0009306939872	0.000514556747412123	0.5628786362	0.001266127642	0.000712676200384082	0.5524854504	0.0008424560936	0.000465444734314821	0.5637798998	0.001401111076	0.00078991826203595	0.5543511484	0.001240743232	0.000687807435528727	0.5548710294	-0.001320601156	-0.00073276332285655	0.546358984	-0.00119736968	-0.000654193681837205	
0.5689849894	0.000625934238	0.000356147185773527	0.570289209	0.001297806124	0.000740124827891316	0.5696733474	0.000796550262	0.000453773454125887	0.560232419	0.0002536809144	0.000142120272328444	0.5714708502	0.00127432037	0.000728236945271079	0.5606031712	0.0010065558598	0.000564278406993823	0.5714518378	0.00133088241	0.000760535199090193	0.5620930226	0.00107904714	0.000606524868450485	0.571013985	0.001052644552	0.00060107476042606	0.5598454494	0.0006311739652	0.000353359872196974	0.5728781766	0.00120746438	0.000691729992323849	0.5614273368	0.0009176345674	0.000515185131331002	0.5714199202	0.001263491932	0.000721984458956784	0.5613457898	0.000826015687	0.000463680428206205	0.5726151246	0.001400089668	0.000801712519692993	0.5635215356	0.0012335195	0.000695114802832544	0.564025752	-0.001375091288	-0.000775586897782848	0.5551306002	-0.001249438356	-0.000693601464479181	
0.577869808	0.0005972787018	0.000345149328731655	0.5789866904	0.001294283618	0.000749372988424758	0.5778281018	0.0007858836684	0.000454105668347193	0.5685719714	0.0002343905416	0.000133267892315026	0.5801181684	0.001273925106	0.000739027099171496	0.56946649	0.0009941059606	0.00056611003207096	0.5804492222	0.001330606278	0.000772349379119537	0.5706575796	0.001069249574	0.000610175373887171	0.580116961	0.0010300636964	0.000597557421191995	0.5684364522	0.0006120646014	0.000347919830537023	0.5812988404	0.001204157276	0.000699975228198023	0.5696562888	0.0009053536706	0.000515740412045454	0.579099866	0.001265365744	0.00073277313279139	0.5707840538	0.0008046658768	0.000459290451114435	0.5805713184	0.001400213418	0.00081292375012963	0.5719338922	0.001229298114	0.000703077255014139	0.571913452	-0.001421307652	-0.000812864965609335	0.5640071742	-0.001305497538	-0.000736309977332437	
0.5862384042	0.0005706046966	0.000334510386763809	0.5876054704	0.00129025069	0.000758158363631375	0.5871346474	0.0007667743046	0.000450199760966701	0.5765520098	0.0002175834996	0.000125448203993698	0.588977747	0.001273163206	0.000749864796633177	0.5777947566	0.0009825703408	0.000567723990904915	0.5893953024	0.00132923486	0.000783444782270322	0.579079132	0.001059587764	0.000613585162654941	0.5882389924	0.0010136519178	0.000596269582771	0.5769058208	0.000584867097	0.000337413232653698	0.589338048	0.0012025716	0.000708721199324237	0.578225667	0.0008889585162	0.000514018630965075	0.587455019	0.00126408483	0.000742592977825262	0.580435909	0.0007828136748	0.000454373166910168	0.5893909432	0.00139919201	0.000824671098491804	0.5807374078	0.00122321954	0.000710369344829909	0.5804523892	-0.001471147888	-0.000853931306456134	0.5716351148	-0.001345742456	-0.000769273643326794	
0.5946406162	0.000554238145	0.000329572512064345	0.5963281298	0.001292042024	0.000770481003794927	0.5956493606	0.0007517671926	0.000447789647592247	0.5851087044	0.0001960360572	0.000114702403443976	0.5979317546	0.001271289394	0.00076014429795879	0.5867932196	0.0009703346962	0.000569385820472786	0.597982438	0.001328534836	0.00079444050019921	0.5872055362	0.001053035428	0.000618348233136337	0.595722216	0.0010027424404	0.000597355948672336	0.5859914822	0.000550383986	0.000322520327735284	0.5973244912	0.001200347778	0.0007169971257569	0.5878851306	0.000864701482	0.000508345143675584	0.5965886262	0.001260275332	0.000751865928951629	0.5883759294	0.0007769161108	0.000457118738757783	0.5972847974	0.00139873487	0.000835443073444265	0.588634558	0.001222198132	0.000719428057218246	0.5890276042	-0.001519785708	-0.000895195734480641	0.580593624	-0.001411006308	-0.00081922126584858	
0.6026965028	0.0005408235112	0.000325952438832257	0.604002114	0.001286633084	0.00077712910267834	0.6041109298	0.0007361339376	0.000444706557500871	0.5943146066	0.0001683481664	0.000100051774285847	0.60650532	0.001269110824	0.000769722466425584	0.5953583506	0.00095888958	0.000570882918756327	0.6069725296	0.001325165854	0.000804339270541924	0.5963899408	0.0010368997814	0.000618396599244679	0.6048130784	0.0009847616108	0.000595596701318091	0.5942350208	0.0005220413234	0.000310215236669059	0.6051754756	0.001199173992	0.000725710690935751	0.596609947	0.000845015845	0.00050414485849961	0.6047261288	0.001260777724	0.000762425232311795	0.5963570446	0.0007708375378	0.000459694395909149	0.6051963464	0.001397103942	0.000845522201239437	0.597937743	0.001213664858	0.000725696025950935	0.5968922214	-0.00157462585	-0.000939881921480363	0.5886639694	-0.001463803638	-0.000861688459967241	
0.6113956348	0.0005152052874	0.000314994263742239	0.6128643568	0.001285482204	0.000787826224132306	0.6132369878	0.0007167364372	0.000439529293795032	0.6022205104	0.0001493459302	8.99391823112068E-05	0.6139054656	0.001269386956	0.000779283590249747	0.6048928194	0.0009406039912	0.000568964600175861	0.6155856672	0.001322484892	0.00081410274460374	0.605635607	0.0010211141456	0.000618423085386742	0.6134642024	0.0009738355094	0.000597413224042869	0.6034395902	0.0004829581862	0.000291436089964263	0.6135357672	0.001198412092	0.000735268682286977	0.6052792724	0.0008265944996	0.00050032051728773	0.6138239674	0.001257318238	0.000771772069133537	0.6056676482	0.0007540591248	0.000456709216721366	0.6142352704	0.0013935087	0.000855942193149253	0.6064877164	0.00120828631	0.000732810804909283	0.6053152324	-0.00163617071	-0.000990399053569723	0.5969634414	-0.001521127112	-0.000908057275586363	
0.6191031036	0.0005003447768	0.000309765004186929	0.6214592304	0.001276480892	0.000793280832762626	0.622432172	0.000695036615	0.000432613149893978	0.6113785946	0.00012187229488	7.45101123644112E-05	0.6227115188	0.001264770308	0.000787587039427824	0.6130041326	0.0009309135528	0.000570653854959748	0.6241567588	0.001319149158	0.000823355862831029	0.6139593702	0.0010105546794	0.000620439514517087	0.6221266774	0.0009626046486	0.000598862031683313	0.6119560792	0.0004487964582	0.000274643720918919	0.6218832478	0.001196340648	0.000743984207653397	0.6140018694	0.0008071064948	0.000495564896612081	0.6227853312	0.001254073008	0.00078101827363626	0.6140247668	0.0007469138926	0.000458623628723395	0.622960277	0.001392656296	0.000867569551921954	0.6147019554	0.001204781572	0.000740581588138286	0.6146497472	-0.001698748984	-0.00104413563357186	0.6056133596	-0.001587029114	-0.000961126033512551	
