Run Id			Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
Device	Control		Device	Control		Device	Control		Device	Control_S1_P2		Device	Control_S1_P2		Device	Control_S1_P3		Device	Control_S1_P3		Device	Control_B_S1_P3		Device	Control_B_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		
Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV3		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV3		Curve	Illuminated IV4		Curve	Illuminated IV3		Curve	Illuminated IV4		
Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		
Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		
Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		
Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		
Time	2:49:16 PM		Time	2:49:35 PM		Time	2:49:35 PM		Time	2:50:41 PM		Time	2:50:41 PM		Time	2:51:07 PM		Time	2:51:07 PM		Time	2:53:16 PM		Time	2:53:16 PM		Time	2:56:55 PM		Time	2:56:55 PM		Time	2:57:26 PM		Time	2:57:26 PM		
Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		
Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		
Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		
V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.794011167	0.000720144286	0.000571802604935242	0.7934488918	0.0005372413266	0.000426273535219932	0.7852247704	0.0002943102108	0.000231099667701806	0.792709664	0.0005607271248	0.000444493810695894	0.7850255812	0.0004172345036	0.000327539758685283	0.7942298586	0.0010087190222	0.000801154766369036	0.785383153	0.0005281648092	0.000414811743153139	0.7927097944	0.0003301407902	0.000261705837922496	0.7853063884	2.99170395438E-05	2.34940422757616E-05	0.7954212866	0.001390814832	0.0011062837230918	0.78506991	0.00130711796	0.00102617897921658	0.7944176362	0.00137962287	0.00109599673923286	0.7862394592	0.001278345976	0.00100508604884074	
0.8028273702	0.0006777791186	0.000544139627362112	0.8019824422	0.0004973079496	0.000398832243945682	0.7931520476	0.0002793546022	0.000221570674741413	0.8020439906	0.000518717119	0.000416033948115295	0.7938707042	0.0003817241518	0.000303039621199614	0.8024720676	0.0009865282058	0.000791661329054044	0.794306406	0.0004899024392	0.000389132645771586	0.8016639308	0.00031771207	0.000254698306898805	0.794216768	2.23965382038E-05	1.77877061866106E-05	0.8032063188	0.001384885766	0.00111234899806738	0.7932675362	0.001304391172	0.00103473117125347	0.8033649258	0.00137155701	0.00110186079556912	0.794949311	0.001258396756	0.00100036163414684	
0.811852154	0.0006330423248	0.000513936774962048	0.8105283594	0.0004565788552	0.000370070110441986	0.8014747336	0.000244579804	0.00019602453325484	0.810316897	0.0004844876784	0.000392588552195822	0.8027093584	0.0003532238776	0.000283536112159856	0.811029402	0.000957067249	0.000776209678630255	0.8027757158	0.0004644142472	0.000372820479723698	0.810273709	0.0003089708216	0.000250350933590609	0.802243867	2.957158168E-05	2.37236200402696E-05	0.8124942248	0.001376014486	0.00111800382311614	0.8022923842	0.001279863662	0.00102682486883692	0.8121936212	0.00135980368	0.00110442387498029	0.80289295	0.001252062068	0.00100527180735962	
0.820550401	0.0005853633166	0.00048032010416682	0.8195928442	0.0004126125488	0.000338174292423603	0.8103027966	0.0002095798758	0.000169823159471821	0.8198045046	0.0004465707662	0.000366100725753433	0.811104089	0.0003197649244	0.000259362637699616	0.8191941154	0.0009335004238	0.000764718053900366	0.8109217226	0.0004347281598	0.000352530508207744	0.8192935486	0.0002994590856	0.000245344896901735	0.8104755514	2.515826037E-05	2.03901549456405E-05	0.8211854332	0.00137629978	0.00113019733105236	0.8114960706	0.001256997456	0.0010200484962982	0.8201531798	0.001357371888	0.00111325287011433	0.8112774064	0.001234959964	0.00100189511660176	
0.8299688828	0.0005388351878	0.000447216438831694	0.8278542064	0.000377387491	0.000312421821867092	0.8187819992	0.0001779724216	0.000145720615160113	0.8289174402	0.0004114408062	0.000341050459869128	0.8197259812	0.0002876470466	0.000235791757513467	0.8276617756	0.0008993059172	0.000744321132237339	0.8203560588	0.0003952450426	0.000324241665407574	0.8277310224	0.0002935047894	0.000242943019409359	0.8193079266	2.105546299E-05	1.72509077259399E-05	0.8299845786	0.001366017556	0.00113377350557686	0.8210045418	0.001235767324	0.00101457058561203	0.8291611578	0.001342771442	0.0011133739235095	0.820037739	0.001214725448	0.000996120709883682	
0.8386064402	0.0004948688814	0.00041500023099661	0.8371121142	0.0003333260866	0.000279031305071738	0.8270309948	0.0001603598926	0.000132622601502999	0.8377682696	0.0003666438482	0.000307162582265999	0.8283707022	0.0002578658614	0.000213608524681326	0.8367353292	0.000855244513	0.000715613299131549	0.8290574144	0.0003710377618	0.000307611607442671	0.836327675	0.0002833875318	0.000237004835594283	0.8280318584	1.071307545E-05	8.87076777404291E-06	0.8380773768	0.001364061254	0.00114318887754684	0.8296170486	0.001220811716	0.00101280621272422	0.837922761	0.001340850076	0.00112352879776898	0.8286929262	0.001195641812	0.00099081991187335	
0.8470574866	0.0004458740282	0.00037768093366731	0.8462031082	0.0002920516346	0.000247135000953411	0.8359481612	0.0001337208213	0.000111783674679889	0.8458644934	0.000338368704	0.000286214072391375	0.8364103562	0.0002289502616	0.000191496369856939	0.8451385592	0.0008221659518	0.000694844147927549	0.8372791422	0.0003380542984	0.000283045812981375	0.844832183	0.0002736254358	0.00023116757425124	0.8362898598	-6.24929410000001E-07	-5.22622128673797E-07	0.847252778	0.001354264224	0.00114740412593001	0.8382676694	0.0011986209	0.00100476514833713	0.8464974696	0.00133226409	0.00112775818102395	0.8365514596	0.001189332354	0.000994937716688204	
0.8558071032	0.0004019077218	0.000343955483147369	0.8556418218	0.0002524384854	0.000215996925540089	0.8450828494	0.00010438989572	8.82181105236265E-05	0.8546037086	0.0003015425072	0.000257699344953662	0.8454740176	0.000186715126	0.00015786278772591	0.853843276	0.000782102543	0.000667792997483051	0.8453112488	0.0003076326574	0.000260045345798457	0.8538092154	0.0002590249888	0.000221157922456322	0.845502995	-1.612589567E-05	-1.36344930860425E-05	0.8555016468	0.001348084798	0.00115328876471505	0.846654853	0.00119445794	0.00101129361160538	0.8545888744	0.001326820218	0.00113388579663178	0.84485157	0.001168932872	0.000987574772133809	
0.8643290516	0.0003596376524	0.000310845271018542	0.8643578268	0.0002188145666	0.00018913408325856	0.85454915	7.6660109152E-05	6.55098311147488E-05	0.8632632712	0.0002684988798	0.000231785221289684	0.85378846	0.00015395679256	0.000131446532826342	0.8625805888	0.0007426543596	0.000640599234778655	0.8539997938	0.0002707113626	0.000231187447839717	0.8624617392	0.0002502235764	0.000215808260890788	0.8542840664	-1.8082196408E-05	-1.54473322768697E-05	0.8647618392	0.001329701782	0.00114987535858984	0.8552896842	0.001171341374	0.00100183619385885	0.8639346154	0.001314781594	0.00113588533074739	0.8542972596	0.0011345734	0.000969262946435055	
0.8724801954	0.0003159915736	0.000275696389879282	0.8726385324	0.0001823085974	0.000159089506879038	0.8637887314	5.126701509E-05	4.42838699272558E-05	0.8716975748	0.000231577585	0.000201865619222541	0.8628563066	0.00011271727424	9.72588109407457E-05	0.8711785748	0.0007057330648	0.0006148195255817	0.8624689754	0.0002379530292	0.00020522710528745	0.8719113612	0.0002272273388	0.000198122098274962	0.8630058434	-2.6788510988E-05	-2.31186415186291E-05	0.8727266618	0.001328776034	0.00115965827243266	0.8638647122	0.00114815494	0.000991850536804108	0.8726321038	0.001299825984	0.00113426988299183	0.8636107238	0.001099858766	0.000949849824983035	
0.8804188248	0.0002774342058	0.000244258297429757	0.8808624158	0.000157270665	0.000138533817906372	0.872263433	2.811551557E-05	2.45241361316532E-05	0.8802810374	0.0002054140034	0.000180822052009439	0.871605354	7.826270374E-05	6.82141915982998E-05	0.8794174244	0.00066237228	0.000582501724471556	0.8710655638	0.000204874468	0.000178459093976645	0.8806384646	0.000212591958	0.000187216655479428	0.8713473034	-2.9065039528E-05	-2.53257438159372E-05	0.8819020658	0.001310878212	0.00115606620317501	0.872710281	0.001122311586	0.000979452859587616	0.8814291554	0.001279201372	0.00112752538490848	0.871871707	0.001071998948	0.000934645552694964	
0.8891210678	0.0002370253392	0.000210744222685161	0.8897871932	0.00012963597624	0.000115348431436331	0.8809360592	5.47443977E-06	4.82263139731155E-06	0.8886324548	0.0001660259841	0.000147536077811369	0.880082655	5.26095458E-05	4.63007487460081E-05	0.8886710212	0.0006047312762	0.000537407160772233	0.8801357574	0.0001755435424	0.000154502148646903	0.8894573332	0.0001995577162	0.000177498074070734	0.8803023926	-3.5054269768E-05	-3.08583575476162E-05	0.890399661	0.001297333546	0.00115514534956233	0.8817196574	0.001093335822	0.000964015686396987	0.8900669036	0.001256630164	0.00111848491904184	0.8813073146	0.0010224936702	0.00090113115067946	
0.8969907004	0.0001964864406	0.000176246509972897	0.8976267038	0.00010629428084	9.54125849432007E-05	0.8896423618	-1.268344683E-05	-1.12837315936059E-05	0.89771178	0.00012590241116	0.000113024077628735	0.8887273792	2.346881612E-05	2.08573794432543E-05	0.8976751326	0.0005495919308	0.00049335500935678	0.8890880574	0.00014153923172	0.000125840840575823	0.8980429512	0.0001924777708	0.000172853305329629	0.88874177	-4.0688338268E-05	-3.61614257706611E-05	0.8993804368	0.001278214976	0.00114960154343918	0.8908312632	0.001056249561	0.000940940130680075	0.8987612196	0.001237771658	0.00111246116493039	0.8906517916	0.0009731785896	0.000866763254374001	
0.905217628	0.0001651390502	0.000149486779312217	0.9056922978	8.40083667E-05	7.6085730670948E-05	0.8973427316	-2.8469706942E-05	-2.55470845951858E-05	0.9056176238	9.397472928E-05	8.51051710278019E-05	0.8975346428	-7.49818246E-06	-6.72987851588532E-06	0.9061000512	0.0004928766766	0.000446595581902546	0.8976701226	0.00012424693054	0.000111532757370515	0.9066338326	0.0001797288228	0.00016294823144385	0.8978462728	-5.276189668E-05	-4.73720722799967E-05	0.9078753058	0.001256189126	0.00114046308690988	0.8988172022	0.0010321024448	0.000927671431818916	0.9067170388	0.00121500055	0.00110166170083637	0.8990874266	0.0009412858408	0.000846298264299889	
0.9141453852	0.00012171810148	0.000111268040763247	0.9151234022	5.522279874E-05	5.05356754619547E-05	0.9054003338	-4.973477368E-05	-4.50298806913394E-05	0.9146916232	6.3873316056E-05	5.84243871424293E-05	0.9058956986	-3.657874814E-05	-3.31365306001988E-05	0.9153873248	0.000431678233	0.000395152782880261	0.9057672988	0.00010887599616	9.86163169460024E-05	0.914726822	0.0001679153282	0.000153596654529473	0.9069574346	-5.897625676E-05	-5.34889545333605E-05	0.9165769798	0.001237520816	0.00113428309196891	0.9074051046	0.0009962718656	0.000904022176414805	0.9155080684	0.0011852543	0.00108510987475579	0.9068976358	0.000910033549	0.000825307274086783	
0.9227589722	8.07638770776E-05	7.45255922030133E-05	0.9242017158	2.521648362E-05	2.33051174280466E-05	0.9147148126	-8.143732576E-05	-7.44919281712036E-05	0.9235156932	3.275105558E-05	3.02461137969954E-05	0.9147363824	-6.664522724E-05	-6.09628140697436E-05	0.9240758708	0.0003856003638	0.000356323991959282	0.914292734	9.167879294E-05	8.38212542469325E-05	0.923203934	0.000155236248	0.000143314714853	0.915424969	-5.97118103E-05	-5.46616820928114E-05	0.9248157672	0.00121487974	0.00112353993880384	0.9160460222	0.0009544869892	0.000874354009698314	0.9237354426	0.001160631694	0.00107211663155268	0.9155486376	0.0008648814288	0.000791841013823381	
0.9314089606	4.62743726296E-05	4.31003653133528E-05	0.932200214	-8.15125199999983E-08	-7.59859885876777E-08	0.9235523904	-0.00010939224226	-0.000101029466830439	0.9326540608	4.70104114E-06	4.38444510920886E-06	0.9238945994	-9.94035607E-05	-9.18384128918601E-05	0.9322648768	0.0003430450004	0.000319808805034762	0.9224726696	7.275041888E-05	6.71102731187518E-05	0.9315750746	0.0001403155734	0.000130714490757647	0.9237944612	-6.38747717E-05	-5.90071603068745E-05	0.933926675	0.001178538738	0.00110066876493904	0.9241875916	0.0009141732208	0.000844867547236367	0.9327623228	0.001127197972	0.00105140779861817	0.9235863904	0.0008305219562	0.000767058775674705	
0.9400290796	1.30657794096E-05	1.22822125926629E-05	0.9410657588	-2.781129916E-05	-2.61722613472192E-05	0.9316489954	-0.00013308909948	-0.000123992325829233	0.9408844144	-1.086008912E-05	-1.0218088592003E-05	0.9323453928	-0.00012361084162	-0.000115247998684537	0.941345978	0.0002913932268	0.000274301842064622	0.931041674	6.419936624E-05	5.97722854138287E-05	0.9402786516	0.0001275064614	0.000119891603595479	0.932190842	-6.121785134E-05	-5.70667203860654E-05	0.9424592138	0.001139090554	0.00107354638796985	0.9327330666	0.0008600896566	0.000802234062951459	0.9422841788	0.001079934289	0.00101760499466833	0.9315838724	0.000792449782	0.000738233436598096	
0.9485270554	-1.93121622704E-05	-1.83181084117495E-05	0.9502704618	-6.335658482E-05	-6.02058911149723E-05	0.9407718276	-0.0001622647632	-0.000152654117830745	0.9500430136	-3.478207612E-05	-3.30444684163094E-05	0.9408655024	-0.0001513406282	-0.000142391176184925	0.9507659848	0.0002411523962	0.000229279495459973	0.940223358	3.858114228E-05	3.62748911499774E-05	0.9485525114	0.00011364156806	0.000107794994782747	0.9409860568	-6.707704968E-05	-6.31185684801609E-05	0.9510929034	0.0010935231078	0.00104004206753249	0.9419902168	0.0008048202792	0.000758132829288645	0.9516490116	0.0010289579058	0.000979206774032576	0.9397199222	0.0007331125412	0.000688920460180308	
0.9571771086	-5.03742587504E-05	-4.82170873385761E-05	0.9588067434	-9.698050386E-05	-9.29855610792977E-05	0.9498573702	-0.0001867922718	-0.000177426016065632	0.957911187	-5.6012208896E-05	-5.36547215100593E-05	0.9494891722	-0.0001811819776	-0.000172030325928983	0.9592314902	0.00019690079586	0.000188873443834354	0.9490793902	2.3850663518E-05	2.26361731875288E-05	0.9576091342	9.676459264E-05	9.26626577792061E-05	0.9491441134	-7.091978328E-05	-6.73130948238157E-05	0.9593623204	0.0010404603904	0.000998178494418434	0.9499284048	0.000758932606	0.000720931639768287	0.9598078924	0.0009919065782	0.000952039762279838	0.9487828866	0.0006654493778	0.000631366981555258	
0.9659524116	-8.3677949948E-05	-8.08289175500147E-05	0.9668949146	-0.00012826773014	-0.000124021415979651	0.9578754012	-0.0002113197806	-0.000202418019623721	0.9667899874	-8.784479302E-05	-8.49274663369614E-05	0.9581514022	-0.0002083062426	-0.000199588918434203	0.9681505616	0.00015123825252	0.000146421399112641	0.9576638698	9.535510498E-06	9.1318138840332E-06	0.9665890852	7.402841896E-05	7.15550617613487E-05	0.958561014	-8.058678128E-05	-7.7247346778753E-05	0.9679905572	0.0009900895284	0.000958397314273801	0.9583585248	0.0007026676112	0.000673407495294372	0.9692406458	0.0009308731006	0.000902240045183392	0.9579995764	0.000584016419	0.000559487482012645	
0.9748059074	-0.0001238616869	-0.000120741104090649	0.9753217348	-0.00016166651924	-0.000157676870004234	0.9664680608	-0.0002445885378	-0.000236387009821473	0.9757476168	-0.00011881179168	-0.000115930322579498	0.9665870384	-0.0002401989906	-0.000232173230950723	0.9767106862	0.00011111467964	0.000108526894998078	0.9667993196	-6.856271262E-06	-6.62863839109463E-06	0.9759614658	4.808996716E-05	4.69339548397475E-05	0.9674315702	-8.410928706E-05	-8.13699796488584E-05	0.9762859152	0.0009361612258	0.000913961019104907	0.9677536714	0.000624947354	0.000604795096265216	0.9777481348	0.0008660919868	0.000846819824658926	0.9665020564	0.0005040293372	0.000487145390889729	
0.9835982694	-0.00016311967428	-0.0001604442293269	0.9839680434	-0.0001962161876	-0.000193070458196179	0.974915494	-0.0002852574682	-0.000278101925527392	0.9842653148	-0.00015413194748	-0.000151706729807139	0.975188195	-0.0002832046136	-0.000276177795952256	0.9843114922	8.438051032E-05	8.30567060256767E-05	0.9754722018	-2.2227205622E-05	-2.16820212079537E-05	0.9843504896	2.70849643E-05	2.66610978695035E-05	0.9766906236	-9.695333302E-05	-9.46934112874023E-05	0.9842432548	0.0008706445588	0.000856926034327222	0.9761602644	0.0005563235072	0.000543060901880287	0.9852713804	0.0008129691062	0.000800995193488228	0.9753383022	0.0004123840226	0.00040221393245709	
0.992231389	-0.0002109888784	-0.000209349787878384	0.9924469326	-0.0002328774188	-0.000231118479959866	0.9831514286	-0.0003179808678	-0.000312623344445038	0.9923995284	-0.000190247821	-0.000188801847839528	0.984364615	-0.0003280015716	-0.000322873140747429	0.992348485	5.431403112E-05	5.38984464961749E-05	0.9834883934	-3.1288681942E-05	-3.07720555347412E-05	0.992880873	8.096426184E-06	8.03878669774998E-06	0.9846195516	-9.650307334E-05	-9.50188128000527E-05	0.9924364476	0.0008000993452	0.000794047751877374	0.9842936536	0.0004825158516	0.000474937290491279	0.9932467306	0.0007457562024	0.000740719909858472	0.984528801	0.00030472731816	0.00030001282118001	
1.0006096968	-0.0002593083422	-0.000259466441666453	1.0004012292	-0.0002695386498	-0.000269646796576828	0.9915330342	-0.0003619122404	-0.000358847941837932	1.0013210752	-0.0002294107104	-0.000229713779200124	0.9931520312	-0.0003675797868	-0.000365062611888483	1.0008545796	3.148275942E-05	3.1509663943952E-05	0.991571684	-5.13330014E-05	-5.09003506429724E-05	1.0011336772	-1.475473852E-06	-1.47714656306521E-06	0.9931747328	-0.0001046388003	-0.000103924612528465	1.001750613	0.0007041959712	0.00070542874582173	0.9934933472	0.000378191457	0.000375730696497375	1.0016349316	0.0006609657036	0.000662046337315332	0.9928850416	0.00020568183018	0.000204218412514633	
1.0092917756	-0.0003087786852	-0.000311647787452941	1.0095935028	-0.0003146558356	-0.000317674487239865	1.000500681	-0.0004090808248	-0.000409285643796442	1.0093619984	-0.0002606979366	-0.000263138590265333	1.0013969066	-0.0004126018748	-0.00041317824108208	1.0093161558	4.61855822E-06	4.66158542794889E-06	1.0003094442	-7.829230056E-05	-7.83165276583129E-05	1.0098460074	-1.1532567512E-05	-1.16461172570642E-05	1.0015936292	-0.00011492102376	-0.000115104165259158	1.0101383702	0.0006075570438	0.000613716682027662	1.002460743	0.00027731970034	0.000278002112851374	1.01013589	0.0005612797602	0.000566968830108614	1.0009661094	0.0001092330986	0.000109338629723349	
1.017612502	-0.0003578084724	-0.000364110374835762	1.01910794	-0.0003691896594	-0.000376244113260436	1.0089426602	-0.0004500699832	-0.000454094806125977	1.017165932	-0.0002969438418	-0.000302041159596157	1.0101132308	-0.0004649542682	-0.000469656458025752	1.017759974	-2.228057692E-05	-2.26762793868042E-05	1.008720667	-9.119651054E-05	-9.19918049399813E-05	1.018322042	-1.5505332992E-05	-1.57894223543034E-05	1.0102171106	-0.00012503828154	-0.000126315811491728	1.0185844078	0.0004975287128	0.000506774989290884	1.0103440126	0.00017978025348	0.000181639902687228	1.0187463712	0.000451511493	0.000459975695048844	1.0098016588	-2.17124159999999E-06	-2.19252336933555E-06	
1.026159628	-0.0004103258316	-0.000421059802713447	1.027334428	-0.0004247191006	-0.000436328554275576	1.0181734312	-0.0004951522352	-0.000504150850279933	1.02557443	-0.0003438523626	-0.000352646190777648	1.01861901	-0.000513308666	-0.000522865965185341	1.02716603	-5.10409148E-05	-5.24274938226842E-05	1.0174655934	-0.00011690983246	-0.000118951732058208	1.027644452	-3.0365843652E-05	-3.12052907592772E-05	1.018470676	-0.00013044722014	-0.000132856668478307	1.027650734	0.0003687369736	0.000378932821572979	1.018581914	7.375962168E-05	7.51302166267303E-05	1.0278862	0.000323870633	0.000332902154245965	1.018343332	-0.0001159122744	-0.000118038491732194	
1.035158986	-0.0004662356646	-0.000482628037804372	1.035943702	-0.0004822650066	-0.000499599396282258	1.026724808	-0.0005474444644	-0.000562074812601753	1.034993424	-0.0004011731386	-0.000415211560336441	1.027217694	-0.0005673670002	-0.000582809421597142	1.035851852	-7.17606238E-05	-7.43333750639053E-05	1.026879386	-0.0001424931224	-0.000146323250039335	1.036594978	-3.9877579676E-05	-4.13368988269365E-05	1.02690625	-0.0001494357582	-0.000153456514069069	1.036767858	0.0002235786826	0.000231799191853664	1.0269535	-4.299349332E-05	-4.41523184422006E-05	1.036580076	0.00019187661576	0.000198895476947124	1.026234656	-0.00022305855536	-0.000228910419827727	
1.043494234	-0.0005141747366	-0.000536538372910569	1.044930314	-0.0005353277234	-0.000559380166105267	1.035652884	-0.0006012427346	-0.000622678772072537	1.04411892	-0.0004636175596	-0.000484071865622588	1.03561338	-0.000614120259	-0.000635991157149465	1.0442769	-9.788927136E-05	-0.00010222350483908	1.03565101	-0.0001644937426	-0.00017035811066237	1.045717684	-5.845079204E-05	-6.11230268800344E-05	1.035606212	-0.0001616645786	-0.000167420841858522	1.045591042	6.68669608E-05	6.99154952182452E-05	1.034986626	-0.00015727988392	-0.000162782576396032	1.045434144	4.825929976E-05	5.0451919734635E-05	1.035150556	-0.00037359085118	-0.00038672277731549	
1.05250228	-0.000572646392	-0.000602711633213774	1.053123824	-0.000585793684	-0.000616913284569128	1.043929218	-0.000653309834	-0.00068200922411933	1.052637384	-0.0005242609418	-0.000551856666309728	1.044335604	-0.0006687491808	-0.000698398579655273	1.052768788	-0.00012478840642	-0.000131373339383235	1.044191478	-0.0001849533878	-0.000193126751367989	1.054285612	-7.67988745E-05	-8.09679484031437E-05	1.04444284	-0.0001614743828	-0.000168650762958879	1.054941798	-0.0001147623654	-0.000121067616097809	1.0430852	-0.00029798021586	-0.000310818753056371	1.053807442	-0.00010624576144	-0.000111962574086429	1.043775496	-0.0005179786548	-0.000540653427331283	
1.061410824	-0.000631913765	-0.000670720110005592	1.060866306	-0.0006352038632	-0.000673866375909913	1.05329678	-0.0007165849064	-0.000754776574507722	1.06147731	-0.0005802658728	-0.000615939057744546	1.053362042	-0.0007216217016	-0.000760128909148891	1.062188354	-0.0001513673138	-0.000160780597894624	1.05311074	-0.0002151498988	-0.000226576669136193	1.06211853	-9.287042842E-05	-9.86394029139206E-05	1.052931052	-0.000180177627	-0.000189714618343974	1.063912746	-0.0002968671814	-0.000315840778160554	1.052068006	-0.0004522601474	-0.000475808431468384	1.062238704	-0.00027131834004	-0.000288204841895521	1.052045868	-0.0006700519256	-0.000704925359672923	
1.069740556	-0.0006916663316	-0.000739903526132264	1.069679408	-0.000688231646	-0.000736187219660146	1.061311514	-0.0007709285344	-0.000818195330029865	1.070269862	-0.000642164936	-0.000687289777433959	1.062292212	-0.0007780768922	-0.000826545022921224	1.070363918	-0.0001802479798	-0.000192930933870313	1.062112318	-0.0002433299452	-0.000258443732135185	1.07083809	-0.0001058348023	-0.00011333193755046	1.06191887	-0.000205856015	-0.000218602386831503	1.072232016	-0.0004657824936	-0.000499426902130235	1.060565668	-0.0006059345572	-0.000642633388421102	1.070936322	-0.00046681255964	-0.000499926525684267	1.060601176	-0.0008394174974	-0.000890287184897417	
1.078446736	-0.000759839919	-0.000819446880528054	1.078389012	-0.0007418998844	-0.00080005668334103	1.070813774	-0.0008360298758	-0.000895232306482149	1.078773864	-0.000701502177	-0.000756762214086702	1.070484264	-0.0008253056406	-0.000883476701252739	1.07892487	-0.000206956919	-0.000223290966927676	1.069878456	-0.0002687579734	-0.000287538365618881	1.080057888	-0.00013654173702	-0.000147472980109673	1.07120025	-0.0002181547034	-0.000233687372820756	1.08035082	-0.0006469266268	-0.000698907711743214	1.069081402	-0.000769085769	-0.000822215292180768	1.079306578	-0.0006608356714	-0.000713244287119067	1.069734284	-0.0010285071604	-0.00110022937081937	
1.087135728	-0.0008259019436	-0.000897867510712201	1.086743602	-0.0008010721594	-0.000870560043968274	1.079257656	-0.0008912041554	-0.000961838907774464	1.086791452	-0.0007586579872	-0.000824503015480485	1.07895846	-0.0008824012868	-0.000952074333507746	1.087530024	-0.0002344965098	-0.00025502199493071	1.078696758	-0.0003005206896	-0.000324170693583444	1.088297312	-0.000144737628	-0.000157517571497656	1.079973842	-0.000232920116	-0.000251547632555606	1.088954642	-0.0008505565736	-0.000926217529105335	1.077726382	-0.0009438602794	-0.00101722312403127	1.087935198	-0.000872601345	-0.000949333717047641	1.077974914	-0.0011952759754	-0.00128847751678808	
1.096040278	-0.0008926995224	-0.000978434632701763	1.09600792	-0.0008718425032	-0.000955546288499825	1.088191696	-0.000950446299	-0.00103426777006573	1.095300466	-0.000823118873	-0.000901562485170295	1.088248652	-0.0009525913396	-0.00103665624122657	1.096198092	-0.0002705522194	-0.000296578826692645	1.088108522	-0.0003466334928	-0.000377174857526306	1.096944322	-0.0001578320338	-0.000173132953306622	1.088235336	-0.0002590138296	-0.000281868001883403	1.09644428	-0.001037049482	-0.00113706697261586	1.087061094	-0.0011463044136	-0.00124610292990504	1.096624952	-0.0011013643228	-0.00120778359762506	1.086645392	-0.0014008874532	-0.0015222678957304	
1.104523924	-0.000959402002	-0.0010596824639425	1.104718096	-0.0009315950696	-0.0010291499315315	1.096506524	-0.0010081474672	-0.00110544027493888	1.103805546	-0.000885658392	-0.000977594644951042	1.09633632	-0.0010080858476	-0.00110520112840186	1.10402194	-0.0003049718558	-0.000336695619885716	1.096805506	-0.000391240255	-0.000429114465852844	1.10555937	-0.0001729526084	-0.000191209376782561	1.097684644	-0.0002699015748	-0.000296266814049377	1.104985764	-0.0012642462544	-0.00139697411330232	1.095148568	-0.0013246014296	-0.00145063535879719	1.105099276	-0.0013394488392	-0.00148022394243896	1.095472192	-0.001612263032	-0.00176618931774561	
