Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
0.6212481282	0.0001182964466	7.34914460229613E-05	0.62374657	0.0008017138628	0.000500066272042951	0.8470958692	0.0002396245216	0.000202984942406386	0.8472712534	-8.175027574E-06	-6.92646585920254E-06	0.8374832616	0.0002473526856	0.000207153733901807	-0.02701394556	-2.32892938000001E-07	6.29135714844047E-09	-0.02753079692	0.000297422728	-8.1882847239604E-06	0.7513737622	5.00089078E-06	3.75753811971989E-06	0.731668811	6.942684248E-05	5.07974552888259E-05	0.345897273	1.06742599998E-05	3.6921974252238E-06	0.3471506982	-7.938738268E-06	-2.75593853256326E-06	0.3474535134	-1.249538322E-05	-4.34156480106841E-06	0.09062983362	0.000720595112	6.53074151079453E-05	0.3810011358	0.001123981204	0.000428238115341852	0.3771537098	0.00116769029	0.000440398724770938	0.7613948632	0.0002660928046	0.000202601694556921	0.761867742	0.0002752323972	0.000209690684980011	0.6349979946	0.00010192511232	6.47222419225798E-05	0.1949918392	0.0002321559358	4.52685129028391E-05	0.7223545802	-1.353205062E-06	-9.77493874485525E-07	0.4448387558	-0.0001871255999	-8.32407190378446E-05	0.7229114048	6.528765556E-05	4.71971907969781E-05	0.7219873222	0.0002330744074	0.000168276767272078	0.6077824036	0.000323765346	0.000196778880194266	0.6265752176	0.0001897276932	0.000118878670651536	0.6458844352	0.0002624596748	0.000169518618820974	0.7025259284	0.0002285067944	0.000160531947881568	0.2606908152	3.24851694756E-05	8.46858531250432E-06	0.2614829128	-4.876438632E-05	-1.27510537758581E-05	0.2567811724	-0.004515714646	-0.00115955050102373	0.2565275486	-0.004520358922	-0.0011595965930528	0.2614256498	-1.88255140000001E-07	-4.92147223026901E-08	0.510088006	-1.2346722424E-05	-6.29791502189365E-06	
0.6263486956	0.00011098221102	6.9513563107181E-05	0.6282116786	0.0007968995812	0.000500621623581289	0.8547203662	0.0002079219694	0.000177715141826593	0.854172192	-4.937815634E-06	-4.21774480378565E-06	0.8449746028	0.0002218295596	0.000187440344012309	-0.02597899962	2.969385052E-06	-7.71416531375417E-08	-0.02652248986	0.0003022261448	-8.01578986088489E-06	0.757879599	-4.51084524E-06	-3.41867758164226E-06	0.7381353254	6.580923872E-05	4.85761238369135E-05	0.3500231208	5.2303874038E-06	1.83075652207109E-06	0.3508617926	-5.69714367E-06	-1.99891004075594E-06	0.3513643708	-1.319540728E-05	-4.63639597638694E-06	0.09217021496	0.0007235355824	6.66884301610168E-05	0.3838668888	0.001124454966	0.00043164102939413	0.3808153624	0.001169801852	0.000445478516205571	0.7673267976	0.0002569362304	0.000197154054860248	0.7682600744	0.0002530415812	0.000194401743999006	0.6402133194	9.862773636E-05	6.31427904799437E-05	0.197252627	0.0002259415756	4.45675693356191E-05	0.7286771542	-1.0830007142E-05	-7.89157878419824E-06	0.4494820574	-0.00021892325	-9.84020728226946E-05	0.7299239492	6.061427046E-05	4.42438076720401E-05	0.7282160432	0.0002295519016	0.000167163377492188	0.6129653936	0.0003167203344	0.00019413860443662	0.6320829052	0.0001802159572	0.000113911425790375	0.65140923	0.000244396886	0.000159202387323658	0.709010215	0.0002137763156	0.000151569591485464	0.2631285436	3.00533789756E-05	7.90790184010849E-06	0.2642503698	-4.569214022E-05	-1.20741649500884E-05	0.259451625	-0.004565054958	-0.00118441092706741	0.2595899128	-0.004582032856	-0.00118944950953578	0.2642603402	-2.42984974E-06	-6.42112918927282E-07	0.515563966	-1.8526148564E-05	-9.55141462836104E-06	
0.6309761626	0.00010263456274	6.47599625478141E-05	0.6324307338	0.0007934400956	0.00050179590188665	0.862292231	0.0001809277362	0.000156012581297677	0.8610978516	-4.487555954E-06	-3.86422479092419E-06	0.851614887	0.0001963064336	0.000167177481267637	-0.0256010435	1.973767712E-06	-5.05305130538075E-08	-0.0257875013	0.0003013954934	-7.77223667786664E-06	0.7635794164	-1.0595173436E-05	-8.09025634891766E-06	0.743801555	6.580923872E-05	4.89490140933022E-05	0.3538116068	1.3876538078E-06	4.90968023419857E-07	0.3549153378	-7.133316832E-06	-2.53172355306371E-06	0.3542485416	-1.340966266E-05	-4.75035344065298E-06	0.09349053632	0.0007269331926	6.79613740449839E-05	0.3873313038	0.001124895482	0.000435707233681789	0.383833335	0.001173869716	0.000450570327947783	0.7739981636	0.0002338196648	0.000180975991168768	0.7739973154	0.0002316212526	0.000179274227701985	0.6455427944	9.542545836E-05	6.16012170466152E-05	0.1994239858	0.000223414687	4.45542473677994E-05	0.7348988878	-1.1530626744E-05	-8.47384476980254E-06	0.4533066756	-0.0002421698474	-0.000109777208455453	0.7359116864	5.414955046E-05	3.98492869968205E-05	0.7343153862	0.0002219964662	0.000163015420812688	0.6176353536	0.0002993930994	0.000184915762813319	0.6368321362	0.0001733960754	0.000110424193105678	0.6563664448	0.0002390131774	0.00015688022951039	0.715593424	0.0001977047618	0.000141476227437566	0.2657691672	3.38961125556E-05	9.00854160521928E-06	0.2667825776	-4.043846354E-05	-1.07882775373848E-05	0.2619483078	-0.004596212152	-0.0012039699955062	0.261653463	-0.00461248943	-0.0012068738324104	0.2667944468	6.761658496E-06	1.80397293789084E-06	0.520179376	-1.8561082506E-05	-9.65509231585559E-06	
0.635485682	9.66012419E-05	6.13887060908685E-05	0.6372332232	0.0007878639144	0.000502053061616081	0.8694277924	0.0001600527652	0.000139154322315352	0.8685638066	7.311867926E-07	6.35082383916301E-07	0.8580826738	0.0001854186884	0.000159104563914761	-0.02512099412	9.339007092E-06	-2.3460514224477E-07	-0.02512099896	0.00030689953	-7.70962277395449E-06	0.7699457556	-1.6869697516E-05	-1.29887520007001E-05	0.7500905026	6.017517022E-05	4.51368236743604E-05	0.3573819316	6.701494508E-06	2.39499305187583E-06	0.3585814142	-8.959585676E-06	-3.21274090234614E-06	0.3577129374	-1.452157422E-05	-5.19455496990831E-06	0.0949110523	0.0007279998518	6.9095232008582E-05	0.390472939	0.00112870498	0.000440728750804536	0.3875533156	0.001172363676	0.000454353429722804	0.7804526406	0.0002075609852	0.000161991518984878	0.7807232122	0.0002060030286	0.000160831346211521	0.651264827	8.540329854E-05	5.56201644488825E-05	0.2016479766	0.0002324761634	4.6878347957341E-05	0.740825107	-9.289032142E-06	-6.88154823052359E-06	0.4566049542	-0.0002648710872	-0.00012094145063986	0.7417909694	5.305883518E-05	3.9358564783407E-05	0.7402536428	0.0002132202838	0.0001578370918018	0.623406828	0.0002801444976	0.00017464399263047	0.6422465974	0.0001544424712	9.91901516222475E-05	0.6619996938	0.000217237687	0.00014381128227582	0.722081508	0.0001692044878	0.000122179431710992	0.268807437	3.46316660956E-05	9.30924940219803E-06	0.2696198122	-3.70110557E-05	-9.97891388715774E-06	0.2640943192	-0.00465103127	-0.00122831093682856	0.2647595926	-0.004672787354	-0.00123716527615147	0.269435716	5.54091131E-06	1.49291940610235E-06	0.5247085468	-1.9972025606E-05	-1.04794925323767E-05	
0.6403027726	8.919650198E-05	5.71127675240154E-05	0.6419437584	0.0007820282256	0.000502018138316547	0.8764320968	0.00013648594	0.000119620658577919	0.8758794794	2.1421298826E-06	1.87624760637887E-06	0.8657401514	0.00015499704754	0.000134187167403833	-0.02467010872	1.0394788442E-05	-2.56440560985539E-07	-0.02425029082	0.0003168615258	-7.68398415031893E-06	0.7762664308	-8.994034418E-06	-6.98176699615322E-06	0.7562259972	5.267989896E-05	3.98379091234212E-05	0.3616536186	7.567079948E-06	2.7366618454297E-06	0.3614630214	-8.544259916E-06	-3.08843400486427E-06	0.3612356996	-1.530009702E-05	-5.52694125096757E-06	0.09691310368	0.0007268546938	7.0441744300534E-05	0.3935454424	0.00113332163	0.000446013562259839	0.3916043356	0.001169611658	0.000458024996241104	0.7864670168	0.0001877068616	0.000147625255475442	0.78718086	0.0001842275382	0.000145020391955959	0.6572176848	7.51560089E-05	4.93938581680662E-05	0.2042943346	0.0002270672248	4.63885475999846E-05	0.747238363	-6.857241636E-06	-5.12399401478008E-06	0.4603547446	-0.0002790562082	-0.000128464849454955	0.7478268956	4.995165514E-05	3.7355191193428E-05	0.747018216	0.0001965082742	0.000146795260422123	0.6280881798	0.00027626683	0.000173519930393816	0.6475323264	0.0001404824798	9.0966946963335E-05	0.6682734522	0.0002024121104	0.000135266639784096	0.7274369956	0.0001585418724	0.000115329223335455	0.2712990698	3.05638026536E-05	8.29193122947245E-06	0.2724785972	-4.040352958E-05	-1.10090970618871E-05	0.265992986	-0.004677610178	-0.00124421149859021	0.2683102466	-0.004733180378	-0.00126996079442346	0.2729679906	4.48512996E-06	1.22429691276106E-06	0.5301572414	-2.1348034766E-05	-1.13178152208539E-05	
0.6445598778	8.299417796E-05	5.34947172040091E-05	0.6470836288	0.000775537765	0.000501837791247642	0.8828085558	0.0001135246364	0.000100220520308004	0.881898925	9.4122713226E-06	8.30067196120927E-06	0.8726017486	0.00012204851822	0.000106499750412811	-0.0240093216	7.3827063584E-06	-1.7725377123719E-07	-0.02340684802	0.0003197785098	-7.48500697895068E-06	0.782782426	-1.0725205308E-05	-8.39550223034432E-06	0.7623247138	5.011807656E-05	3.82062483698085E-05	0.3649188972	1.993175461E-06	7.27347391154222E-07	0.3644537094	3.554528584E-06	1.29546112760713E-06	0.3646322546	-1.601674434E-05	-5.84022160004599E-06	0.09872743002	0.0007286832528	7.1941024847558E-05	0.397531147	0.001135866836	0.000451542446154341	0.3951156866	0.001173619358	0.000463715418443221	0.7929005702	0.0001638198086	0.000129892819648995	0.7937735816	0.0001610411048	0.000127830174541917	0.6625928238	6.116108368E-05	4.05248951421993E-05	0.2066565894	0.0002253709878	4.6574399688457E-05	0.7535583926	-8.518544644E-06	-6.41922080922398E-06	0.4639961	-0.000288828008	-0.000134015069282769	0.753716337	4.36421971E-05	3.2893836936844E-05	0.7524910246	0.0001906141418	0.000143435430866332	0.6331772976	0.0002661146384	0.000168497747593913	0.6532543396	0.00012254972306	8.00561384057232E-05	0.6736986982	0.0001937659598	0.000130539874872734	0.7341698798	0.00013442968948	9.86942289670829E-05	0.273571269	3.2995593158E-05	9.02664629164178E-06	0.2747856756	-3.91226184E-05	-1.0750335128285E-05	0.268139624	-0.00470598042	-0.00126185982037016	0.2711087856	-0.004789090212	-0.00129836443150417	0.2761051828	-6.38514824E-07	-1.7629725220103E-07	0.535023774	-2.147806666E-05	-1.14912762826568E-05	
0.6485043424	7.787513662E-05	5.05023642630633E-05	0.6517155386	0.0007727949268	0.00050364246194681	0.8890379032	9.001797516E-05	8.00293918865561E-05	0.8891556048	1.04680526726E-05	9.30772770518391E-06	0.8791418382	9.963257232E-05	8.75911627739992E-05	-0.02350455126	1.33719365884E-05	-3.14301368987517E-07	-0.02259194276	0.0003155204506	-7.12821995956461E-06	0.7889591414	-1.2101214468E-05	-9.54736377657054E-06	0.7686124086	4.2847935136E-05	3.29334546284175E-05	0.3683541482	2.028109403E-06	7.47062511598476E-07	0.3683354028	-3.23138952E-07	-1.1902351604529E-07	0.368050379	-1.725240684E-05	-6.34975487612419E-06	0.09998560676	0.0007323403706	7.32234963092843E-05	0.401521921	0.001140009724	0.00045773889433916	0.399357564	0.001174259814	0.000468949538822133	0.7991318356	0.000139447562	0.000111436986191005	0.8008400304	0.00013263592858	0.000106220161076139	0.6682114908	4.780661406E-05	3.19449288511328E-05	0.2091710252	0.0002303995348	4.81929068997191E-05	0.7590559414	-1.698662904E-06	-1.28938016971698E-06	0.4680915118	-0.0003059902772	-0.000143231451450649	0.7597034286	3.2529322078E-05	2.47126375126903E-05	0.7593018882	0.000171270442	0.000130045970003449	0.638598727	0.0002483119136	0.000158571671923894	0.6581329292	0.00010932528526	7.19505702237894E-05	0.6792577458	0.0001864007206	0.000126614133290252	0.7397295538	0.00010804097804	7.99211044776448E-05	0.277120005	2.49898981804E-05	6.92520070870194E-06	0.2775943728	-4.068882346E-05	-1.12949884283486E-05	0.2714727622	-0.004769195328	-0.0012947066291635	0.2734222058	-0.004819511852	-0.00131776156145308	0.2789956952	5.12364476E-07	1.42947483177404E-07	0.539278354	-1.87609823E-05	-1.01173916541671E-05	
0.653613131	7.153705602E-05	4.67575591677546E-05	0.6567298478	0.000770113964	0.000505756826366375	0.895165784	6.033188784E-05	5.40070416784937E-05	0.8963418998	1.35402987726E-05	1.21367371256919E-05	0.8864689222	6.8380279834E-05	6.06169929641804E-05	-0.02286658646	1.18057315344E-05	-2.69956780854906E-07	-0.02158680654	0.0003107771976	-6.70868724163455E-06	0.7959393318	-1.4602872848E-05	-1.16230008569975E-05	0.774583646	3.8174550036E-05	2.95693821512943E-05	0.3716086422	-1.624428281E-06	-6.0365158785369E-07	0.3717605146	-1.060536248E-05	-3.94265501308433E-06	0.3713289674	-1.851669832E-05	-6.87578646682292E-06	0.10126216292	0.0007375046642	7.46813174604803E-05	0.405229199	0.001146166796	0.000464460252663476	0.4031434864	0.001176311212	0.00047422220309709	0.8054639222	0.00011511024924	9.271715283827E-05	0.8072482364	0.00011067024228	8.93383579024907E-05	0.6739937692	3.2851005448E-05	2.21413729839073E-05	0.2114330854	0.000236578961	5.00206196649563E-05	0.7651521136	-3.880093504E-06	-2.96886174555123E-06	0.4717588604	-0.000307781612	-0.000145198702529195	0.7659346746	2.9231946138E-05	2.23897611531338E-05	0.7663220464	0.0001589717538	0.000121823559691813	0.643482386	0.0002414920318	0.000155395868822652	0.6636501102	9.267343976E-05	6.15027385093371E-05	0.6855093084	0.000166581531	0.000114193190108023	0.7457521702	8.873221204E-05	6.61722396954766E-05	0.2800916872	1.61535517004E-05	4.52447555003747E-06	0.2800403224	-4.44364591E-05	-1.24440003326784E-05	0.2744691654	-0.004827666984	-0.00132504572792762	0.2758345484	-0.00486165189	-0.00134101155355616	0.2812234834	-2.46478367E-06	-6.93155049504836E-07	0.543626787	-2.4775442598E-05	-1.34685942560537E-05	
0.6588233864	6.230375718E-05	4.10471722907709E-05	0.6609286252	0.0007723544104	0.000510471138632829	0.902823281	1.870227394E-05	1.68848483206716E-05	0.9031889152	1.1428736066E-05	1.03223077295577E-05	0.8931383898	3.9014420202E-05	3.48452764381949E-05	-0.02213539518	1.10352440344E-05	-2.44269487609181E-07	-0.02058167032	0.000314654865	-6.47612269601411E-06	0.8024305866	-1.8956030148E-05	-1.52108983912669E-05	0.781192241	3.0393984896E-05	2.37435451738264E-05	0.3750863668	-2.13485200999999E-07	-8.00753884086574E-08	0.3748869222	-9.324451276E-06	-3.4956148400635E-06	0.3742188342	-1.908096574E-05	-7.14045675463294E-06	0.102675065	0.0007432498484	7.63132264957101E-05	0.409594132	0.001151652472	0.000471710094634494	0.4073580986	0.001182265508	0.000481605429379243	0.8120667828	8.802091826E-05	7.14788639105E-05	0.813348206	8.998546724E-05	7.31895183457258E-05	0.6791051022	1.5653802246E-05	1.06305769740884E-05	0.2132715256	0.0002395561092	5.10904968758842E-05	0.770902038	-1.188239216E-06	-9.16016033245922E-07	0.4762207978	-0.000322001667	-0.00015334389075167	0.7724544862	2.33727477924E-05	1.80543838870605E-05	0.772441706	0.0001534327832	0.000118517880811336	0.6490002126	0.0002270216168	0.000147337077567996	0.6693816358	8.549839636E-05	5.72310564137336E-05	0.691060742	0.0001574501868	0.000108807642918047	0.7517399074	6.6411363962E-05	4.99240725951016E-05	0.2829847248	1.30813056004E-05	3.70180966535389E-06	0.2824444246	-4.50769147E-05	-1.27317232351848E-05	0.277360285	-0.004869937054	-0.0013507271292295	0.2778695612	-0.004885218716	-0.00135745358098095	0.2838787082	1.507981826E-06	4.28083932753957E-07	0.5481020538	-2.5320800238E-05	-1.38783826143073E-05	
0.663420398	5.346572258E-05	3.54702509533812E-05	0.666239721	0.000772613918	0.000514746081169037	0.9098110852	-1.597742642E-05	-1.45364396698834E-05	0.909740416	9.732499118E-06	8.85404779632895E-06	0.9000608786	7.762127762E-06	6.98638753327117E-06	-0.02087531978	6.4569568824E-06	-1.34791039725772E-07	-0.01995703462	0.0003176320132	-6.3389930838527E-06	0.8087797996	-2.6321269526E-05	-2.12881110924559E-05	0.7875592066	2.4724982452E-05	1.9472387563096E-05	0.3786471792	6.17166303000001E-07	2.33688279728243E-07	0.3781528466	-5.70684754E-06	-2.15806064236321E-06	0.3773756778	-1.953810546E-05	-7.37320579089538E-06	0.1043720704	0.0007510378468	7.8387375019274E-05	0.4133699348	0.00116195243	0.000480316200229802	0.4110691932	0.001189820944	0.000489098735502543	0.8183899832	6.4098931282E-05	5.24579232950139E-05	0.820150203	5.722713372E-05	4.69348453375662E-05	0.684250688	2.048972706E-06	1.40201098377372E-06	0.215511997	0.00019267281863	4.15233039105701E-05	0.7777236864	-4.070289416E-06	-3.16556048932642E-06	0.4805407126	-0.0003600136772	-0.000173001228987434	0.7784885138	1.24500686824E-05	9.6922354652695E-06	0.7786590158	0.000145937512	0.000113635559462221	0.6550044496	0.00018981502806	0.000124329687980249	0.6747161804	6.650985828E-05	4.48752775376269E-05	0.6962399154	0.0001520063142	0.000105832863338874	0.7583339012	3.768596004E-05	2.85785410976005E-05	0.286599422	9.4986358024E-06	2.72230353075635E-06	0.2856856278	-4.87896164E-05	-1.39384921913552E-05	0.2802964422	-0.004918031388	-0.00137850670068433	0.2800713562	-0.004915735454	-0.0013767566953222	0.285810982	8.873221206E-06	2.53606406639008E-06	0.5520173542	-1.8085592742E-05	-9.98356105457756E-06	
0.6681493318	4.249436928E-05	2.83925844396945E-05	0.6701524772	0.0007807066764	0.000523192513156039	0.9176398074	-4.713462082E-05	-4.32526043711368E-05	0.9171201322	8.996945578E-06	8.25127991789157E-06	0.9069992218	-1.8496551778E-05	-1.67763580686294E-05	-0.02035403022	1.3727098306E-05	-2.79401773753235E-07	-0.01964631182	0.000329385344	-6.47120717716197E-06	0.8148011438	-2.965357942E-05	-2.41617704291801E-05	0.7940631448	9.769373852E-06	7.75749972364601E-06	0.3823081862	1.802979548E-06	6.89293840751576E-07	0.3811353134	-8.138638042E-06	-3.10192236078683E-06	0.380670159	-1.975236084E-05	-7.51913434158817E-06	0.105605507	0.0007614449326	8.04127781598038E-05	0.4173473798	0.00117523811	0.000490482545849604	0.414601468	0.00119843216	0.000496871732834411	0.824983977	3.1946119422E-05	2.63550366504785E-05	0.8256870548	3.379034034E-05	2.79002465960242E-05	0.6896626048	-1.5848850114E-05	-1.0930359252706E-05	0.2169534366	0.00014966719559	3.24708124295349E-05	0.7840646588	-6.72720977E-06	-5.27456743299108E-06	0.484653858	-0.0002925407095	-0.000141780983481232	0.7848098348	8.9624968324E-06	7.03385565843137E-06	0.784683531	0.0001335786598	0.000104816974438112	0.6602971468	0.00015485003394	0.000102247035592465	0.6795472268	5.4696363646E-05	3.71687622316836E-05	0.7020691106	0.00013081111546	9.18384434875961E-05	0.7640685978	4.47736688E-06	3.42101543383776E-06	0.28950389	1.08144809424E-05	3.13083430115567E-06	0.288334511	-5.199189438E-05	-1.49910574420209E-05	0.282906003	-0.00495917581	-0.00140298060658139	0.2821507606	-0.004939302278	-0.00139362789457101	0.2882277674	9.833904604E-06	2.8344043688355E-06	0.5569974298	-2.4074822984E-05	-1.3409614524978E-05	
0.671846452	3.28159364E-05	2.20472704393977E-05	0.677391443	0.000774882993	0.000524899108784429	0.922787899	-7.31235328E-05	-6.74775111999696E-05	0.922478164	1.34641234E-06	1.24203598339014E-06	0.916249732	-8.76308225E-05	-8.02917176305646E-05	-0.017584029	-1.35271986E-05	2.37862652471159E-07	-0.0195765727	0.00034245452	-6.7040858072236E-06	0.822913343	-4.56300354E-05	-3.75495649722223E-05	0.80045487	5.91693638E-06	4.73624054085117E-06	0.387156966	-9.17986358E-06	-3.5540481319267E-06	0.38344617	6.81697058E-06	2.61394125990368E-06	0.382747019	-1.88547047E-05	-7.21658201805029E-06	0.109145434	0.000761099538	8.30705393922095E-05	0.419110385	0.00119527376	0.000500951645733998	0.419903697	0.00120245539	0.000504915463738577	0.831229805	-6.03095689E-06	-5.01311111963811E-06	0.833965978	-1.58100346E-05	-1.31850309674028E-05	0.69569031	-1.47232009E-05	-1.02427881983133E-05	0.221020272	-7.63452185E-06	-1.68738409587694E-06	0.792308057	-3.049442E-06	-2.41609746595419E-06	0.489644757	-0.00048330138	-0.000236645986767865	0.788251408	-5.49239195E-06	-4.32938568787537E-06	0.792155201	0.000107640208	8.52677506039218E-05	0.666757377	9.18350253E-05	6.12316805857566E-05	0.686745559	1.64941576E-05	1.13272894812461E-05	0.706057986	0.000147688091	0.000104276356087645	0.769432991	-4.29881561E-06	-3.30765055255979E-06	0.293988669	-1.26223124E-05	-3.7108168221782E-06	0.293150348	-6.79586465E-05	-1.9922100871084E-05	0.285293586	-0.00498984781	-0.00142357157530915	0.286331746	-0.00500232699	-0.00143232502110962	0.289894963	2.33184061E-05	6.75988847357847E-06	0.560731954	-4.80099102E-06	-2.69206907578105E-06	
