Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
0.3006625836	0.0004441086982	0.000133526868600045	0.3028813264	0.001186678146	0.000359422650870373	0.3621405062	0.001191192098	0.00043137890935116	0.3605326456	1.322007096E-05	4.76626715822853E-06	0.357977201	0.001202883324	0.000430604805455096	-0.07142670044	-3.5652028264E-06	2.54650674289114E-07	-0.07160174708	0.0002581647406	-1.8485046461415E-05	0.313247306	0.0001996896888	6.25522570525784E-05	0.3044036322	0.0001781742622	5.42368925782352E-05	0.1119969422	2.213259288E-05	2.47878272551749E-06	0.1130049408	2.46381327E-06	2.78423072718604E-07	0.1129570648	1.179027986E-05	1.33179540615616E-06	-0.0147668699	0.00086353947	-1.2751775007005E-05	0.1313825276	0.001375765448	0.000180751541942986	0.1290856606	0.001389027864	0.000179303579416247	0.3185249102	0.001215088856	0.000387036068742421	0.3192260894	0.001354966784	0.000432540747723214	0.2569670954	0.0003953741042	0.000101598135152651	0.03637705798	0.0001660337472	6.03981924853106E-06	0.2992792742	0.0003051552589	9.13266444019051E-05	0.1613724836	0.0004060216788	6.55207267033975E-05	0.298540498	0.0003212350612	9.59016751457085E-05	0.2995785186	0.000712305983	0.000213391571177057	0.2425722824	0.0009659230034	0.000234306147557401	0.2515369058	0.0006287600058	0.000158156346349722	0.2621644836	0.0008306544142	0.000217768085548803	0.2898533806	0.0008714795772	0.000252601301575279	0.06991529616	0.000157979533	1.10451858369135E-05	0.06964641588	3.843267304E-05	2.6766979299239E-06	0.06748956684	-0.001164307524	-7.85786104633129E-05	0.06828355324	-0.001192718524	-8.14430588338882E-05	0.07136098608	-6.385148094E-07	-4.55650464254673E-08	0.1942307562	8.918344212E-06	1.73221674034865E-06	
0.3046914076	0.000444092075	0.000135311039435755	0.3071974244	0.001182806772	0.000363355193921278	0.3691466892	0.001192117848	0.000440066356725429	0.3676009924	1.5686795408E-05	5.76648155955656E-06	0.364615586	0.001193466686	0.000435156555087368	-0.07120094452	-1.6089020944E-06	1.14555348761486E-07	-0.07135696614	0.0002611418888	-1.86342929168372E-05	0.3198799756	0.000192964905	6.17256091030563E-05	0.3108409822	0.0001824323216	5.67074420311703E-05	0.1156224238	1.806472944E-05	2.08868780314402E-06	0.1171421996	-1.283822376E-06	-1.50389777020338E-07	0.1167391898	1.12426357E-05	1.31245618283456E-06	-0.012669066926	0.0008577324102	-1.08666693094231E-05	0.1348399744	0.00137256547	0.000185076692837124	0.1320123052	0.001385055098	0.000182844316315992	0.3243084604	0.001212111708	0.000393098081854294	0.3257230588	0.001344754428	0.000438017525623004	0.2618317482	0.0003983512524	0.000104301004813551	0.038864874	0.0001675048544	6.51005506064435E-06	0.3057667118	0.000212869488654	6.5088403588281E-05	0.1648952456	0.000403875182	6.65970973276347E-05	0.3046024362	0.0003254931206	9.91459975011004E-05	0.3058706558	0.0007097790944	0.000217100597077258	0.2470944656	0.0009626857914	0.000237874331166696	0.2572754184	0.0006258430216	0.00016101402523486	0.2679112366	0.0008272270064	0.00022162341023354	0.2961861122	0.0008583502374	0.000254231419721453	0.07252929998	0.0001639687632	1.18925396134824E-05	0.07244939776	3.600088254E-05	2.6082422588515E-06	0.07010355138	-0.001211571206	-8.49354442903496E-05	0.07096858768	-0.001240622662	-8.8045238165942E-05	0.07436435718	-3.2954351654E-06	-2.45062917703338E-07	0.1989108548	6.03629401E-06	1.20068440135322E-06	
0.3088445208	0.0004434659322	0.000136962023321434	0.3120233816	0.001177444846	0.000367390322496411	0.376676706	0.00117357957	0.000442060086656496	0.3751665148	1.4275852328E-05	5.35582176369523E-06	0.3717543176	0.001178511078	0.00043811658158593	-0.0708046091	2.6491572456E-06	-1.87572543219141E-07	-0.071140077	0.00025909049	-1.84317174085677E-05	0.326535487	0.0001918741898	6.26537320090734E-05	0.3167469036	0.0001829427452	5.79465480781838E-05	0.1189847452	1.723407794E-05	2.05059237244784E-06	0.1198113798	-5.48268824E-07	-6.56888443047634E-08	0.1203063436	1.134976338E-05	1.36544853297298E-06	-0.010859829436	0.0008544253044	-9.27891307158638E-06	0.138300592	0.001369732126	0.000189434763907219	0.1358502332	0.001388352474	0.000188608007356697	0.330634831	0.001206157412	0.000398797652076017	0.3315458928	0.00135132395	0.000448025905464773	0.2671079642	0.0003970703412	0.000106060650482131	0.04084281164	0.0001667693008	6.8113271399089E-06	0.312445672	0.000114819618154	3.58748927529099E-05	0.1693914356	0.000391351364	6.62915693719781E-05	0.311266188	0.000321875517	0.000100188965187119	0.3120144092	0.0007014881056	0.000218874396829611	0.2523389732	0.0009499717774	0.000239714902878095	0.2633677926	0.0006162711216	0.000162305964938918	0.2727302258	0.0008250805098	0.000225024393740933	0.3014128672	0.0008587053992	0.000258824856452993	0.0751864426	0.0001740860208	1.30889086103416E-05	0.07479008308	3.33439622E-05	2.49379770315438E-06	0.07336186168	-0.001274205824	-9.34781114121384E-05	0.07359971788	-0.00128980771	-9.49294835754488E-05	0.07680713576	-3.182870254E-07	-2.44467147705444E-08	0.203334742	-3.12028027E-06	-6.3446138366814E-07	
0.3141885968	0.0004383468908	0.000137723594532095	0.3164561742	0.001172280552	0.000370975418574984	0.384062763	0.001160225102	0.000445599258376077	0.3817148442	1.3860526588E-05	5.29076874706838E-06	0.3791644884	0.001159782604	0.00043974837770088	-0.07032581262	8.2482918E-06	-5.80067823561883E-07	-0.0707741585	0.0002631234194	-1.86223385896776E-05	0.3330007482	0.0001905932786	6.3467704375691E-05	0.3226832612	0.000181886964	5.8691878713287E-05	0.1225531712	1.947567254E-05	2.38680543102976E-06	0.1231312082	2.143585474E-06	2.6394226929359E-07	0.1237840876	1.110687906E-05	1.37485489052565E-06	-0.008786120966	0.0008481943514	-7.45233817407831E-06	0.1418518916	0.001366544154	0.000193846873199822	0.1394585886	0.0013811522	0.000192613536453785	0.337419701	0.001194569048	0.000403071131000015	0.3378513398	0.001344694264	0.000454306758713775	0.2728471034	0.0003987665782	0.0001088023057946	0.04303319538	0.0001579931182	6.79894872419603E-06	0.317919733	-4.425451148E-06	-1.4069382473767E-06	0.1729091282	0.0003899753548	6.74302986179537E-05	0.3170452952	0.0003198590522	0.000101409807627141	0.3173413588	0.0007059712948	0.000224033889965627	0.2576018604	0.0009458437498	0.000243651109596192	0.2684518598	0.0006138994952	0.000164802461216721	0.2792417772	0.0008156638718	0.000227767429159265	0.307670771	0.0008584802692	0.000264129286313052	0.07828114154	0.000170278221	1.33295735192804E-05	0.07796912244	2.9466294666E-05	2.29746113666647E-06	0.07612299622	-0.001323130808	-0.00010072068149595	0.0765060845	-0.001340178572	-0.000102531815074521	0.07964943988	-7.2682006654E-06	-5.78908111934553E-07	0.2077098138	-8.18521665999999E-07	-1.70014982836126E-07	
0.3190551292	0.0004373421068	0.000139536242389674	0.3212472522	0.001167054384	0.000374913014027964	0.3901893902	0.001158173704	0.000451907091309435	0.3895885646	7.8712963614E-06	3.06656705097903E-06	0.3854610686	0.001148739598	0.000442794392988215	-0.0699294772	1.4973075592E-05	-1.04705934822464E-06	-0.07013429506	0.0002721499618	-1.90870457214489E-05	0.3388229748	0.0001922895156	6.5152105698443E-05	0.328721712	0.0001846739162	6.07063258950085E-05	0.126240171	2.248775462E-05	2.83885798863484E-06	0.1268385052	1.0979931954E-05	1.39267815624308E-06	0.126670157	1.123063002E-05	1.42258566784231E-06	-0.00702885052	0.0008455586408	-5.94330529207757E-06	0.1446802402	0.001366391774	0.000197689890069624	0.1430212992	0.001377534598	0.00019701678789891	0.3443681824	0.001180253894	0.000406441888247302	0.343967163	0.001329453362	0.000457288301267952	0.2783072088	0.000391020947	0.000108823948341903	0.04465030326	0.0001532847992	6.84421276942821E-06	0.324064113	-8.173086786E-06	-2.64860411977711E-06	0.1771364426	0.0003801783248	6.73434360086994E-05	0.3231395682	0.0003204044098	0.000103535342632148	0.3240095534	0.000691180652	0.000223949134373241	0.2625299108	0.0009357264922	0.000245656192530463	0.2739240222	0.0006044828572	0.000165582375595172	0.2845833088	0.0008117609742	0.000231013623992547	0.3142159296	0.0008548878954	0.000268619394756899	0.08096110648	0.0001601609634	1.29668088117668E-05	0.08062561934	2.9146066866E-05	2.3499196923963E-06	0.07894310448	-0.001377439502	-0.000108739350521265	0.07973775592	-0.001406785954	-0.000112173955031736	0.08175992626	-1.6341321654E-06	-1.33606525342198E-07	0.2120912272	-7.8285993156E-06	-1.66037723610268E-06	
0.3237574236	0.0004330754694	0.000140211398197305	0.3263858502	0.001160868684	0.000378891112397895	0.3976914962	0.001146455306	0.000455935525969569	0.3966378864	6.4952872134E-06	2.57627699188392E-06	0.392131162	0.001135610258	0.00044530817004866	-0.06966567124	1.6894442392E-05	-1.17696266946419E-06	-0.06945510938	0.0002723750918	-1.89178417933565E-05	0.3445722722	0.0001962622812	6.76265401802393E-05	0.3343695426	0.0001953365316	6.53145867241625E-05	0.1296817442	1.9190378676E-05	2.48864177856217E-06	0.1307030912	2.654009182E-06	3.46887204160583E-07	0.1303698402	1.0909246934E-05	1.42223677948792E-06	-0.004900630618	0.000840851487	-4.12070254238303E-06	0.1480000688	0.001365370368	0.000202074908401481	0.1471109956	0.00136408503	0.000200671906846356	0.351254519	0.001161395388	0.000407945378380758	0.3503950198	0.00132400949	0.000463926331463938	0.2833195996	0.0003948287466	0.000111862722397282	0.04695990666	0.000155301264	7.29293286162002E-06	0.3293003804	-1.958726706E-06	-6.45009449385439E-07	0.1808469106	0.0003763957552	6.80700094908739E-05	0.329823617	0.0003163365464	0.000104335263922936	0.3297791288	0.0006866023648	0.000226427129695764	0.2675378588	0.000924838747	0.000247429378107655	0.279379058	0.00059657226	0.000166669796027731	0.2892640338	0.0008084635982	0.000233859441595794	0.319898013	0.000849409089	0.00027172427979524	0.08376915786	0.0001634932732	1.36956938117389E-05	0.08368606552	2.2040891266E-05	1.84451547060567E-06	0.08178603506	-0.001422816752	-0.000116366540763027	0.0820042398	-0.001446173972	-0.000118592397192407	0.08379368608	5.766041164E-06	4.83157843220574E-07	0.2159551484	-1.5191412736E-06	-3.28066379180853E-07	
0.329083101	0.0004284135678	0.000140983665402098	0.3311204796	0.001155902024	0.000382742832557491	0.4047313054	0.001134606878	0.000459210922848759	0.402919239	5.3696379794E-06	2.16353044836535E-06	0.399313659	0.00112536297	0.000449372805253807	-0.0692433234	2.032185024E-05	-1.40715244825469E-06	-0.06870489308	0.0002747117844	-1.8874043775018E-05	0.3506868426	0.0001962972152	6.88388506096607E-05	0.3405297768	0.0001903429186	6.48174315863185E-05	0.1330339076	1.8905084816E-05	2.51501730658191E-06	0.1333912964	7.682556026E-06	1.02478610797377E-06	0.1333561042	1.0847371454E-05	1.44656319791573E-06	-0.0033050921537	0.0008390681804	-2.77319765945938E-06	0.151968001	0.001363220426	0.000207165883061588	0.1512698046	0.001360562526	0.000205812027454102	0.3578586512	0.00115380502	0.000412899108204989	0.3572876982	0.00130421553	0.000465980164670393	0.2887315162	0.0003871432794	0.000111780466047802	0.04934561016	0.0001585384758	7.82317782218739E-06	0.334730069	1.14845334E-06	3.8442186574148E-07	0.1855086298	0.0003691256138	6.8475986840122E-05	0.3356743812	0.0003037525642	0.000101961954025748	0.3365462266	0.0006747190024	0.000227074134273036	0.2728026636	0.0009192046786	0.000250761484715662	0.284394639	0.0005887916948	0.000167449201488844	0.295194069	0.0008047159626	0.000237547379389146	0.325517306	0.000854307604	0.000278091909749395	0.0865759563	0.000155807806	1.34892098034549E-05	0.08716061924	2.0404818326E-05	1.77849660077386E-06	0.08491498676	-0.001485451368	-0.000126137083246344	0.08449775178	-0.00149187145	-0.000126059783469769	0.08627009096	1.11148158E-05	9.58876170069645E-07	0.2199364098	1.4929408224E-06	3.28352044522515E-07	
0.3338925774	0.000424406438	0.000141706159448973	0.3353382818	0.001152578294	0.000386503624749935	0.4120222374	0.001132425448	0.000466584466773657	0.4091543012	4.1236607174E-06	1.68721351921369E-06	0.4060725166	0.001121069976	0.000455235706439022	-0.06885520904	1.462761774E-05	-1.00718767724491E-06	-0.067857653	0.0002750669462	-1.86653973870093E-05	0.3566777502	0.0001930949372	6.88726677755063E-05	0.3471821174	0.0001838083308	6.38149654829036E-05	0.137497117	1.7884237396E-05	2.45903108169359E-06	0.136636297	6.7568065698E-06	9.23225029242744E-07	0.1366124966	1.0497359434E-05	1.4340704799863E-06	-0.0019295943941	0.0008347562908	-1.61074105916739E-06	0.155823036	0.001361498996	0.000212152907067672	0.1547716238	0.001353897906	0.00020954497737104	0.3649181312	0.001135872264	0.000414500383860793	0.3634745712	0.001284586536	0.000466914540341893	0.2941377176	0.0003851268146	0.000113280322233002	0.0516932636	0.0001524890816	7.88265829127071E-06	0.3407869378	4.6360251916E-06	1.57989682860902E-06	0.1892552492	0.0003740241286	7.07860296650058E-05	0.3416158082	0.0003034925004	0.000103677835806785	0.3425992596	0.0006611743368	0.000226517838254201	0.2788696712	0.0009098579084	0.000253731775754228	0.2892117294	0.000590037672	0.00017064581553027	0.3009357524	0.0007985967004	0.000240326298899031	0.3319673394	0.0008444756402	0.000280338331465306	0.0894125452	0.0001531508856	1.369361048113E-05	0.0905673132	2.0560080286E-05	1.86207123067931E-06	0.08739391676	-0.001522597792	-0.000133065784693008	0.08811561964	-0.001556332336	-0.000137137188152409	0.0887895961	1.0569458153E-05	9.38457920400722E-07	0.2248226128	8.6330503624E-06	1.94090493890876E-06	
0.3381547518	0.0004242374348	0.000143457904469063	0.3402777436	0.001146906992	0.000390266923356823	0.4183061344	0.00113338613	0.000474102370822876	0.4168143224	-5.4831732626E-06	-2.28546514805242E-06	0.4125200056	0.001119659032	0.000461881750150731	-0.06799781074	8.127963798E-06	-5.52683744037976E-07	-0.06737633142	0.0002725400578	-1.83627492595588E-05	0.3630567722	0.0001946611422	7.06730459598972E-05	0.3537881676	0.0001742965948	6.16640728932117E-05	0.1411162764	1.8524692996E-05	2.61413569704868E-06	0.1395286888	1.06344741118E-05	1.483814228897E-06	0.1402265672	1.008547192E-05	1.41425110593359E-06	-0.0005433119301	0.0008328658564	-4.52505955955073E-07	0.1595677374	0.001359472804	0.000216927999391114	0.1583064234	0.001358536358	0.000215065031893842	0.3710732766	0.001126360528	0.000417962291757866	0.3698516752	0.001276615776	0.000472158483340348	0.2996885244	0.0003786271606	0.000113470215057976	0.0542552811	0.000159819387	8.67104576691469E-06	0.3476441106	4.6961892016E-06	1.63260251819956E-06	0.1935326514	0.000381389368	7.38112956048103E-05	0.3485382962	0.000294561056	0.000102665808585113	0.3487081146	0.0006548998126	0.000228368878903639	0.2837419186	0.000902717799	0.000256138880242629	0.2943699788	0.0005872507198	0.000172868981937811	0.3059380044	0.000797540919	0.000243998077186202	0.3375948536	0.0008389366698	0.000283220702220803	0.0923277786	0.00014940325	1.37940701881205E-05	0.0930392558	2.645421256E-05	2.46128024935741E-06	0.09062558818	-0.001587829166	-0.000143897952098109	0.09083109026	-0.00160372605	-0.000145668185599863	0.09126028578	2.1872529093E-05	1.99609325575854E-06	0.230261168	6.3914557684E-06	1.47170407045212E-06	
0.3422203538	0.0004211565902	0.000144128357303446	0.3448874574	0.001142030834	0.000393872110610662	0.425924289	0.001127206704	0.000480104713957233	0.4229846956	-4.297360018E-06	-1.81771751909734E-06	0.4200373392	0.001111843532	0.00046701579878801	-0.06687533428	3.895134516E-06	-2.60488422823066E-07	-0.06695778086	0.0002644741988	-1.77086054463745E-05	0.3690204146	0.000196677607	7.25780520776758E-05	0.3594138218	0.0001712845128	6.1562021360599E-05	0.1445940202	1.7598943536E-05	2.54470199714304E-06	0.14315419	2.8539089718E-06	4.08549027191762E-07	0.143604743	9.43070007E-06	1.35429325986243E-06	0.0008955833059	0.0008313420574	7.445360681E-07	0.1633999692	0.001356091816	0.000221585360966772	0.1624462074	0.00135155151	0.000219554416905243	0.3771333162	0.001121782242	0.000423061456979731	0.3765541226	0.001267519366	0.000477289642742638	0.3046730234	0.0003808687552	0.000116040435165378	0.05674943882	0.0001712874238	9.72046517757351E-06	0.3535100834	3.2250820996E-06	1.14009904200144E-06	0.1974955142	0.0003836911266	7.57772763418443E-05	0.3537802596	0.0002918090378	0.00010323627714651	0.3544783358	0.0006566911476	0.00023278278513584	0.2892635422	0.0008967887328	0.000259408285454777	0.2993373514	0.0005859348746	0.000175392193455655	0.310782341	0.0007947539668	0.00024699549832114	0.343298487	0.0008345835126	0.000286511257150725	0.09523537886	0.0001442796052	1.37405228629932E-05	0.09586190844	2.901603496E-05	2.78153248662736E-06	0.09324720588	-0.001639896266	-0.000152915744737545	0.09319968668	-0.001638500848	-0.000152707765658514	0.09460737964	1.4542223653E-05	1.37580167394916E-06	0.2357098814	5.13577464E-06	1.21055283129153E-06	
0.347422995	0.0004167994484	0.000144805712677476	0.3495834104	0.001136499904	0.000397301512359593	0.4326603436	0.001121597866	0.000485270918084587	0.4299509492	-2.79131897E-06	-1.20013024067147E-06	0.4278901552	0.001105404042	0.000472991507090087	-0.06584608428	8.83052424E-07	-5.81455443343623E-08	-0.06645299124	0.0002660404038	-1.76791806232075E-05	0.375861714	0.0001960371514	7.36828597328815E-05	0.3656939022	0.0001687226904	6.17008590420585E-05	0.14846303	1.458686144E-05	2.16560964757256E-06	0.146596409	4.82282483800001E-07	7.07008802486808E-08	0.1467660296	9.187815734E-06	1.34845923597559E-06	0.0019444848019	0.0008295587508	1.61306438321375E-06	0.1669468258	0.00135385137	0.000226021188826481	0.1660678918	0.001352287064	0.000224571461826892	0.3833144742	0.001117073922	0.000428190603053962	0.3827124388	0.001255290546	0.000480415306262244	0.3100874842	0.0003751997528	0.000116344747418214	0.05945477046	0.0001642773462	9.76707191009895E-06	0.3603596424	-9.4539979804E-06	-3.40683933146727E-06	0.2014685352	0.000374949878	7.55406026940787E-05	0.359396382	0.0002970277804	0.000106750709629251	0.3608992052	0.0006515073388	0.000235128480754887	0.2948073808	0.0008976193844	0.000264624819670272	0.3053834354	0.000582092141	0.000177761297737921	0.3165354358	0.0007933779576	0.00025113223756303	0.3495652576	0.0008318314942	0.000290779390549816	0.09750313502	0.0001469365256	1.43267718949465E-05	0.09855391104	2.843574338E-05	2.80245372342879E-06	0.09622333102	-0.001692153562	-0.000162824652332998	0.09645165534	-0.00169889387	-0.000163861126008479	0.09759679514	9.798970673E-06	9.56348133355649E-07	0.2403278546	-2.28040999999997E-08	-5.4804604290838E-09	
0.3518215156	0.0004132494582	0.000145390050704803	0.3540923032	0.00113140949	0.000400623392176437	0.4392942856	0.001111290412	0.00048818352763367	0.4369793474	-7.429770124E-06	-3.24665610011754E-06	0.4345792736	0.001097078118	0.000476767411602895	-0.06496586364	-6.482186976E-06	4.211208751718E-07	-0.0659424864	0.0002580347088	-1.7015450275772E-05	0.3826859062	0.0001872609688	7.16621335411179E-05	0.3720976452	0.0001618678748	6.02306550466084E-05	0.1517765168	1.2345266844E-05	1.87372160054885E-06	0.1501426198	8.025102818E-07	1.20490996125888E-07	0.1503021208	8.364040728E-06	1.25713305987598E-06	0.0030548851236	0.0008292087388	2.53313744051924E-06	0.1701930792	0.001351475168	0.000230011720304257	0.1698373528	0.001342039774	0.00022792848256847	0.3894220764	0.001106091078	0.000430736284282274	0.3885200836	0.001254780122	0.000487507277899058	0.3157029606	0.0003703012378	0.000116905197087305	0.06171111534	0.0001638270866	1.01099522369888E-05	0.3668952884	-8.5884125404E-06	-3.15104809590823E-06	0.2053102606	0.0003731236092	7.66061054408646E-05	0.3655851346	0.000294656154	0.000107721909720808	0.3665717762	0.00065589543	0.000240432752776563	0.300814769	0.0008875972246	0.00026700235408309	0.3114098488	0.0005795303186	0.000180471448890242	0.3215973072	0.0007840311874	0.000252142318628659	0.3552638218	0.0008236006694	0.000292595521448082	0.10008860126	0.000144694931	1.44823132532022E-05	0.10061239186	2.590885494E-05	2.60675186586718E-06	0.09887538498	-0.001736760324	-0.00017172284565349	0.09984441302	-0.001763094692	-0.000176035154621418	0.10103202664	5.861139129E-06	5.92162764621874E-07	0.244931853	4.876196052E-07	1.19433573460765E-07	
0.3563227752	0.0004070923864	0.000145056288884839	0.3590768022	0.001125009534	0.000403964825913232	0.4462167932	0.001097875778	0.000489890608991115	0.4449050734	-1.1307437662E-05	-5.03073638297803E-06	0.4413502074	0.00108696086	0.000479730400996682	-0.06416935698	-4.370624276E-06	2.80460149392098E-07	-0.06552900534	0.000263989005	-1.72989369183463E-05	0.3897637654	0.0001812717386	7.06531553973405E-05	0.3776928438	0.000167762007	6.33625095054255E-05	0.1541901122	1.2890624504E-05	1.98760683859983E-06	0.153565168	-2.850027398E-06	-4.37664936178473E-07	0.1529275358	7.754521102E-06	1.18587980343796E-06	0.004846389062	0.000826206393	4.00411762598967E-06	0.1743690338	0.00134629425	0.000234752027582996	0.1730912394	0.001350045468	0.000233681043302473	0.3951345768	0.001103209028	0.000435916032400719	0.39592452	0.00124334702	0.00049227157208693	0.3212772354	0.0003633513242	0.000116736508917905	0.06402835188	0.000182460463	1.16826427291517E-05	0.372331945	-7.402599296E-06	-2.75622419393531E-06	0.2094456014	0.000367074215	7.68820797191079E-05	0.3717003506	0.0002854995796	0.000106120293833473	0.371960244	0.0006579118948	0.00024471706892031	0.3055728664	0.0008883929422	0.000271468777837584	0.317135659	0.0005765531704	0.000182845569643343	0.3279642724	0.0007771162078	0.000254866351661374	0.3609534998	0.0008191174802	0.000295663321225547	0.10270070644	0.0001390608626	1.42816488271758E-05	0.10251931822	2.757986182E-05	2.82746863038821E-06	0.10150904034	-0.00177944572	-0.00018062982737432	0.10222569278	-0.001801617126	-0.000184171558829663	0.10451611216	1.057722136E-06	1.10549005400291E-07	0.2494394734	-4.3507313348E-06	-1.08524413305739E-06	
0.3614391774	0.0004013351966	0.000145058263320771	0.3634924492	0.001119783364	0.000407032797553775	0.4531665468	0.001088173846	0.000493123984109895	0.4518123534	-5.803401072E-06	-2.6220482960644E-06	0.4483088472	0.001078955166	0.000483705146649945	-0.06384213426	-1.038314394E-06	6.62882069458385E-08	-0.0648663003	0.0002653650142	-1.7213246700211E-05	0.3964528838	0.0001819471282	7.21334636740183E-05	0.3831979868	0.0001705489592	6.53540178162753E-05	0.1568440648	1.4681959404E-05	2.30277819215194E-06	0.1571633846	-7.04792274E-06	-1.10767539221771E-06	0.1558110608	6.90211714E-06	1.07542619334926E-06	0.006452712228	0.0008236159346	5.31455661236907E-06	0.1777389692	0.001342760884	0.000238660935404241	0.1772722636	0.00133637077	0.000236901471406775	0.4021211276	0.00108793319	0.000437480921116265	0.4020834822	0.001226244914	0.00049305282505116	0.3263346446	0.000371677247	0.000121291162305651	0.06652059166	0.0001727585312	1.14919997097366E-05	0.3779950034	-4.520549102E-06	-1.70874497318036E-06	0.2133862684	0.00035596134	7.59572620372637E-05	0.3776601764	0.0002866504588	0.000108256462835549	0.378641122	0.000649811102	0.000246045204749336	0.3112669874	0.0008817632564	0.000274463792419642	0.3223858628	0.0005689026372	0.000183406167542917	0.333641267	0.0007626108588	0.00025443845315799	0.3672329728	0.0008148846508	0.000299252512802374	0.10545675224	0.000136854202	1.44321996733169E-05	0.10533625558	2.873074114E-05	3.02638869172586E-06	0.1044559821	-0.00183301886	-0.000191469785229122	0.10485934816	-0.00185198799	-0.000194198253431549	0.1072987968	-3.18287024E-07	-3.41518147122528E-08	0.254014915	-8.0983669768E-06	-2.05710599925066E-06	
0.366889144	0.0003956685112	0.000145166481381922	0.3674292998	0.001116249998	0.000410142955166891	0.4596743012	0.001076325418	0.000494759134382948	0.4590557228	-3.65690443E-06	-1.67872290632417E-06	0.4545413652	0.001077769352	0.000489890752628799	-0.0637799897	-1.28867431E-06	8.21916342184546E-08	-0.06421437996	0.000272054864	-1.74698344068621E-05	0.403540882	0.0001727905538	6.97280524817204E-05	0.3896264508	0.000172315064	6.71385068056949E-05	0.160760618	1.7944401404E-05	2.88475305934711E-06	0.1603646198	-1.3187563E-06	-2.11481852658355E-07	0.1592608742	6.716490708E-06	1.06967418171226E-06	0.007960758706	0.0008204325798	6.53126580232889E-06	0.1810949298	0.001340079922	0.00024268167940098	0.180203997	0.001350365694	0.000243341295470479	0.4086193694	0.00107966743	0.000441173024408319	0.4092393402	0.001214336322	0.000496954195196175	0.3322875022	0.0003699111422	0.000122916849477587	0.06895575636	0.0001705771006	1.17622729895688E-05	0.3849878764	-5.1610047E-06	-1.98692423954342E-06	0.2172635186	0.000349686816	7.59741880521908E-05	0.3841679306	0.0002876713062	0.000110514090395853	0.38443671	0.0006413900812	0.000246573892643161	0.3166522842	0.000872546518	0.000276293847995456	0.3283558468	0.0005686173434	0.000186708829297273	0.3393918366	0.0007598588406	0.000257889887467981	0.3731274832	0.0008004743998	0.000298678998163405	0.1084404912	0.0001340672498	1.45383184221451E-05	0.1083903602	1.7392736264E-05	1.88520494851856E-06	0.1074460434	-0.001883164592	-0.000202338584481375	0.1073744296	-0.001899892128	-0.00020399983354553	0.1098906046	3.524446558E-06	3.87303563139009E-07	0.258430562	-6.7825218376E-06	-1.75281093026824E-06	
0.3715267498	0.0003905780988	0.000145110211590227	0.3715183698	0.001112288122	0.000413235469833344	0.4666519466	0.001065567704	0.000497249243305693	0.4659889764	-3.43177459E-06	-1.59916912842963E-06	0.4610021834	0.001065220304	0.000491068885946012	-0.06332847786	-1.158642416E-06	7.33750605893129E-08	-0.06355991524	0.0002709039846	-1.72186342993543E-05	0.4093669254	0.000177143711	7.25167763260161E-05	0.3953947734	0.0001746866904	6.90702043667039E-05	0.1638141154	2.0731353652E-05	3.39608835954694E-06	0.1636121454	1.14796814E-06	1.87821530236247E-07	0.1626295374	5.604579146E-06	9.11470113835667E-07	0.009672365248	0.0008170635986	7.90293755650446E-06	0.184991205	0.001334915628	0.000246947650597052	0.183416017	0.001350140564	0.000247637404639014	0.4152463434	0.001067628806	0.000443328957800008	0.4162518842	0.00119934578	0.000499229940732319	0.3379283456	0.0003662935384	0.000123780969435482	0.07063945184	0.00017771721	1.25538462969342E-05	0.3908284826	7.932916E-07	3.10040952287326E-07	0.221561218	0.000344788301	7.63917159217106E-05	0.39080886	0.0002852395158	0.00011147412999675	0.390333119	0.0006377375436	0.000248930084496787	0.3216951114	0.000861053251	0.000276996621501777	0.3336808978	0.0005603865186	0.000186990276641464	0.3454975402	0.000741796052	0.000256288711296071	0.3786262652	0.0007933692242	0.000300390426283467	0.110979667	0.0001325961426	1.47154757512325E-05	0.1106257814	2.0534850244E-05	2.27168385417448E-06	0.1099255998	-0.001925114434	-0.000211619358841088	0.109314963	-0.001929768412	-0.000210952562556349	0.1128255088	-1.659362242E-06	-1.87218389237159E-07	0.2627605964	-7.5180753876E-06	-1.97545397262594E-06	
